2131 ____;4445 ____;6666 XXXX;;;;
2131 ____;4445 O___;5666 XOO_;6556 XXXX;;;
2131 ____;4445 O___;5666 XX__;5556 XXXX;;;
2131 ____;4445 O___;5666 XXO_;6664 XXXX;;;
2131 ____;4445 O___;5666 XXOO;6566 XXOO;6656 XXXX;;
2131 ____;4445 O___;5666 XXOO;6566 XXXX;;;
2131 ____;4445 O___;5666 XXX_;5566 XXOO;5656 XXXX;;
2131 ____;4445 O___;5666 XXX_;5566 XXXX;;;
2131 ____;4445 O___;5666 XXXX;;;;
2131 ____;4445 OO__;1566 OO__;5654 XXXX;;;
2131 ____;4445 OO__;1566 OOO_;6654 XXXX;;;
2131 ____;4445 OO__;1566 X___;5554 XXXX;;;
2131 ____;4445 OO__;1566 XO__;6554 XXXX;;;
2131 ____;4445 OO__;1566 XOO_;5664 XXXX;;;
2131 ____;4445 OO__;1566 XX__;5564 XXXX;;;
2131 ____;4445 OO__;1566 XXO_;6564 XXXX;;;
2131 ____;4445 X___;4666 ____;5555 XXXX;;;
2131 ____;4445 X___;4666 O___;6555 XXXX;;;
2131 ____;4445 X___;4666 X___;5565 XXOO;5655 XXXX;;
2131 ____;4445 X___;4666 X___;5565 XXXX;;;
2131 ____;4445 X___;4666 XO__;6565 XXOO;6655 XXXX;;
2131 ____;4445 X___;4666 XO__;6565 XXXX;;;
2131 ____;4445 X___;4666 XX__;5665 XXXX;;;
2131 ____;4445 X___;4666 XXO_;6665 XXXX;;;
2131 ____;4445 X___;4666 XXOO;6466 XXOO;6646 XXXX;;
2131 ____;4445 X___;4666 XXOO;6466 XXXX;;;
2131 ____;4445 X___;4666 XXXX;;;;
2131 ____;4445 XO__;4556 OO__;6464 XXOO;6644 XXXX;;
2131 ____;4445 XO__;4556 OO__;6464 XXXX;;;
2131 ____;4445 XO__;4556 XO__;4664 XXXX;;;
2131 ____;4445 XO__;4556 XOO_;5466 XXOO;5646 XXXX;;
2131 ____;4445 XO__;4556 XOO_;5466 XXXX;;;
2131 ____;4445 XO__;4556 XXO_;6456 XXOO;6546 XXXX;;
2131 ____;4445 XO__;4556 XXO_;6456 XXXX;;;
2131 ____;4445 XO__;4556 XXOO;5456 XXOO;5546 XXXX;;
