3344 O___;2163 XXO_;2653 XX__;2213 XO__;1663 XXXX;;;;;
3344 X___;2614 X___;1315 XX__;2325 XXX_;2355 XXXX;;;;;
4554 O___;1346 X___;1215 X___;3335 ____;2242 XXXX;;;;;
2311 ____;6554 XOO_;4656 XOOO;6645 XOOO;5664 XXXX;;;;;
6346 ____;2151 XOO_;5122 XX__;5115 XX__;1112 XXXX;;;;;
6645 ____;1323 XOO_;2312 OOO_;3121 XOOO;1231 XXXX;;;;;
2535 XOO_;2253 OOO_;5432 OOOO;3524 XOOO;4325 XXXX;;;;;
3224 XOO_;3342 OOO_;2634 XOOO;4623 XOOO;4236 XXXX;;;;;
6645 XOO_;6556 XX__;6254 XXOO;6452 XOOO;6524 XXXX;;;;;
2323 OO__;3211 X___;3435 OO__;5242 XXOO;4252 XXXX;;;;;
4554 XX__;6154 X___;3552 OO__;4234 XXOO;4324 XXXX;;;;;
2323 XO__;3426 O___;2251 XXOO;2152 XOOO;2215 XXXX;;;;;
6346 XO__;6523 XX__;6561 XXO_;6621 XO__;6514 XXXX;;;;;
6645 XO__;4543 XOO_;4235 OOO_;5442 XX__;5341 XXXX;;;;;
6543 XO__;6236 XX__;4246 O___;6131 XXX_;6331 XXXX;;;;;
2323 O___;3115 XOO_;5134 XXX_;5136 XX__;1134 XXXX;;;;;
2323 X___;6143 XX__;1153 XXX_;5153 XX__;1113 XXXX;;;;;
3344 O___;6513 XX__;6223 XXO_;2523 XXO_;2213 XXXX;;;;;
3344 X___;1362 XX__;2352 XX__;1355 XXX_;1351 XXXX;;;;;
4554 O___;3235 XOO_;5133 XXO_;5213 XO__;5336 XXXX;;;;;
4554 X___;2511 XOO_;3251 OOOO;1532 XXOO;1523 XXXX;;;;;
3224 O___;1612 XOO_;1361 XOO_;6411 OOOO;1146 XXXX;;;;;
6543 OO__;5165 XOO_;1625 XX__;1455 XXX_;1355 XXXX;;;;;
6346 XX__;1316 XO__;6335 XXO_;6352 XXO_;6323 XXXX;;;;;
6543 X___;6661 X___;2441 XO__;5521 XXX_;1521 XXXX;;;;;
3224 X___;6514 XX__;3511 XXX_;3515 XXX_;3513 XXXX;;;;;
6346 X___;6511 OO__;1245 XOO_;5144 OO__;1352 XXXX;;;;;
2535 XO__;5541 XOO_;1556 OOOO;5615 XXOO;5165 XXXX;;;;;
6645 XO__;3662 XOO_;2653 XOOO;6352 XOOO;2365 XXXX;;;;;
6543 XO__;2163 XX__;3363 XX__;2353 XXO_;3153 XXXX;;;;;
3344 ____;1112 OO__;5221 XXOO;2521 XXOO;2251 XXXX;;;;;
4554 ____;6222 OO__;2633 XXOO;2363 XXOO;2336 XXXX;;;;;
3224 XOO_;2242 XX__;5232 XXX_;6232 XXX_;1232 XXXX;;;;;
2323 XX__;1333 XO__;5321 XXX_;6321 XXX_;4321 XXXX;;;;;
6543 OOO_;4156 OOO_;5431 XOO_;1635 XXX_;1634 XXXX;;;;;
2535 X___;4433 XX__;6333 X___;4131 XXOO;1431 XXXX;;;;;
2323 XO__;3143 ____;2252 XX__;2266 XXOO;2662 XXXX;;;;;
3344 XO__;6332 ____;1441 XXO_;4541 OOOO;1454 XXXX;;;;;
4554 XO__;1255 XOO_;2565 XX__;5515 XXX_;3515 XXXX;;;;;
6645 OO__;4162 O___;3534 XXO_;5434 XXOO;3454 XXXX;;;;;
2535 XO__;4556 ____;3231 XXO_;1232 XX__;3332 XXXX;;;;;
3224 XO__;3436 ____;5122 XOOO;2521 OOOO;1252 XXXX;;;;;
6346 XO__;1143 ____;5566 XX__;2266 XXX_;2666 XXXX;;;;;
6543 XO__;5245 ____;6331 OOOO;3613 XXOO;3163 XXXX;;;;;
2323 ____;1441 XOO_;5144 OOO_;4511 XX__;4416 XXXX;;;;;
3344 ____;2655 XXO_;2156 XXO_;6155 XOO_;2551 XXXX;;;;;
4554 ____;2612 OOO_;1263 OOOO;6321 XOOO;3126 XXXX;;;;;
2323 OO__;3636 XX__;3652 OOO_;1236 XXX_;4236 XXXX;;;;;
6645 XX__;1345 XX__;6342 XXX_;6343 XXX_;6344 XXXX;;;;;
3344 XX__;1244 XX__;6544 XXO_;4644 XXO_;5444 XXXX;;;;;
2323 XO__;6133 X___;6422 XX__;5122 XXX_;1122 XXXX;;;;;
3344 XO__;6442 X___;1332 XXX_;2332 XXX_;5332 XXXX;;;;;
4554 XO__;3464 X___;5224 OO__;2565 O___;1451 XXXX;;;;;
2535 XO__;2454 XX__;2324 XOO_;2413 XXX_;2463 XXXX;;;;;
3224 XO__;2211 XX__;4261 XXOO;4216 XOOO;6241 XXXX;;;;;
2323 X___;4543 XOO_;5453 XOOO;5345 XXOO;4355 XXXX;;;;;
3344 X___;6642 XOO_;5624 XX__;3626 XO__;1664 XXXX;;;;;
3224 XOO_;4242 XO__;2235 XOO_;2322 XX__;4325 XXXX;;;;;
6645 XOO_;6556 XO__;3654 XOO_;6364 OOOO;4636 XXXX;;;;;
2323 OO__;5132 XO__;3535 XX__;3431 XXX_;3631 XXXX;;;;;
4554 OO__;3645 XO__;2443 XXX_;2446 XX__;1443 XXXX;;;;;
6543 O___;4412 X___;1115 XXX_;5115 XX__;1116 XXXX;;;;;
2311 X___;5616 X___;2426 XXX_;2446 XX__;2226 XXXX;;;;;
2535 X___;2426 OO__;4165 OOOO;6541 XXOO;6514 XXXX;;;;;
3224 X___;5251 X___;5444 XXX_;5464 XXOO;5644 XXXX;;;;;
2311 OO__;1624 XX__;3623 O___;1434 XXX_;1534 XXXX;;;;;
2535 OO__;5142 XX__;4342 XX__;5343 XXX_;5346 XXXX;;;;;
2311 XO__;4612 O___;1355 XXO_;5325 OO__;1551 XXXX;;;;;
2535 XO__;2451 O___;6332 XX__;5333 XO__;6365 XXXX;;;;;
3224 XO__;1231 XX__;4241 XX__;2261 XXX_;2251 XXXX;;;;;
6645 XO__;4621 O___;6353 O___;5544 XXX_;5444 XXXX;;;;;
2311 O___;1645 X___;5225 XXX_;5255 XXOO;5525 XXXX;;;;;
2311 XOO_;1215 XO__;3231 XO__;3114 XXX_;3116 XXXX;;;;;
3224 XOO_;2354 OOO_;6423 XXX_;1423 XXX_;4423 XXXX;;;;;
6346 XOO_;3645 OOO_;4364 XOOO;4436 XXOO;6434 XXXX;;;;;
6645 XOO_;5663 XO__;1654 OOOO;4165 XOOO;5146 XXXX;;;;;
6543 XOO_;2346 OOO_;5423 XXO_;5263 OOO_;6425 XXXX;;;;;
2323 XO__;4342 XX__;6352 XXO_;5312 XXO_;1362 XXXX;;;;;
3344 XO__;5424 OO__;2353 OOOO;3532 XXOO;3235 XXXX;;;;;
4554 XO__;4335 XX__;4346 XOO_;4431 XXX_;4432 XXXX;;;;;
6645 OO__;5114 XX__;5516 XXO_;5136 XXX_;5126 XXXX;;;;;
2535 XO__;1524 OOO_;3145 XXO_;2143 XO__;4155 XXXX;;;;;
3224 XO__;6123 OOO_;3461 XXOO;3641 XOOO;3416 XXXX;;;;;
6346 XO__;3244 X___;3156 XXO_;6154 OO__;3536 XXXX;;;;;
6645 XO__;1636 X___;1542 XXX_;1544 XXX_;1541 XXXX;;;;;
2323 O___;1434 XX__;5436 XXOO;5634 XOOO;6435 XXXX;;;;;
2323 X___;2655 XX__;2415 XOO_;2151 XX__;2641 XXXX;;;;;
3344 O___;4226 XX__;4616 ____;2223 XXX_;5223 XXXX;;;;;
3344 X___;5664 XX__;2624 XXX_;2614 XXOO;1624 XXXX;;;;;
4554 O___;3635 XX__;1615 ____;3433 XXX_;3432 XXXX;;;;;
3224 O___;4461 XOO_;6445 XXOO;5446 XOOO;4645 XXXX;;;;;
6645 O___;3424 XOO_;2334 XO__;4431 XOO_;4214 XXXX;;;;;
6543 XX__;2533 XO__;6313 XXX_;6363 XX__;6213 XXXX;;;;;
2311 XX__;2412 XO__;2661 XXX_;2651 XXOO;2561 XXXX;;;;;
2535 XX__;2625 XO__;2436 XXO_;6435 XO__;2234 XXXX;;;;;
6346 XX__;4341 XO__;2146 OO__;6313 XXX_;6315 XXXX;;;;;
6543 X___;6622 ____;1441 ____;5555 ____;3333 XXXX;;;;;
6543 O___;2232 XO__;3112 XXOO;3211 XOOO;1312 XXXX;;;;;
2311 OO__;3236 XOO_;3622 XOO_;6432 XXX_;6532 XXXX;;;;;
3224 OO__;4363 X___;1352 XXX_;5352 XX__;1312 XXXX;;;;;
3224 XO__;5236 OOO_;6123 XXOO;6321 XOOO;1623 XXXX;;;;;
6346 XO__;3526 XOO_;2456 XOO_;2543 OO__;5266 XXXX;;;;;
3344 ____;6161 OO__;5216 XX__;1212 ____;5656 XXXX;;;;;
2535 O___;5644 XX__;3344 XO__;1643 XXX_;6643 XXXX;;;;;
6346 O___;1533 XX__;1562 XXX_;1561 XXX_;1565 XXXX;;;;;
6543 O___;5111 XX__;2131 OO__;5215 XXX_;5212 XXXX;;;;;
2535 X___;2261 XO__;1564 XXO_;1165 XXX_;1665 XXXX;;;;;
2323 XO__;1213 XO__;1622 XXX_;1522 XXX_;1422 XXXX;;;;;
3224 OO__;5433 XX__;6463 O___;5132 XXX_;5532 XXXX;;;;;
3344 O___;5632 OOO_;2263 OO__;6425 XOOO;4526 XXXX;;;;;
3344 X___;3126 OOO_;2614 XXOO;6214 OOOO;2641 XXXX;;;;;
4554 X___;4621 OOO_;6134 XXO_;1164 XX__;1234 XXXX;;;;;
6645 O___;3216 OOO_;4123 XXO_;1523 XOOO;2153 XXXX;;;;;
6543 XX__;1443 X___;2523 O___;6642 XXOO;6246 XXXX;;;;;
6543 X___;2133 O___;5525 XXO_;5551 XXOO;1555 XXXX;;;;;
3224 X___;5216 O___;3363 XXX_;3353 XX__;3663 XXXX;;;;;
6346 X___;3323 X___;1351 OO__;5126 XXOO;6125 XXXX;;;;;
2311 OO__;3442 X___;3163 XXO_;3156 XXO_;3135 XXXX;;;;;
2535 OO__;5363 OO__;6152 XXOO;6251 XOOO;1652 XXXX;;;;;
2311 O___;6525 XOO_;6252 XOOO;5622 XXOO;5226 XXXX;;;;;
3224 O___;5456 XOO_;5641 XX__;5545 XX__;5635 XXXX;;;;;
6346 O___;2425 XX__;3525 XOO_;2655 XX__;2135 XXXX;;;;;
2535 OO__;5211 XX__;5316 XXOO;5361 XOOO;5613 XXXX;;;;;
3224 OO__;2531 XOO_;5332 XXX_;1332 XX__;5632 XXXX;;;;;
6346 OO__;4565 XX__;4135 OOO_;3561 XXOO;1563 XXXX;;;;;
6645 OO__;4362 XOO_;4136 XXX_;4126 XX__;4436 XXXX;;;;;
2311 XO__;5251 X___;3661 XXO_;4631 XO__;6161 XXXX;;;;;
2323 O___;3516 O___;4241 XX__;5245 XXOO;4255 XXXX;;;;;
2323 X___;4613 O___;1521 O___;5355 ____;2444 XXXX;;;;;
3344 O___;5213 O___;1466 XXOO;6461 XOOO;4166 XXXX;;;;;
3344 X___;3512 O___;5664 XXOO;6654 XOOO;5646 XXXX;;;;;
4554 X___;4216 O___;3653 XX__;1153 XXOO;3151 XXXX;;;;;
2311 O___;1465 XOO_;1544 XXX_;1644 XX__;1554 XXXX;;;;;
2535 O___;4311 XOO_;6113 XOO_;3614 XXOO;3416 XXXX;;;;;
6346 O___;1153 XOO_;3121 XXOO;3112 XOOO;2131 XXXX;;;;;
2323 OO__;4252 XO__;5632 XXOO;5236 XOOO;6532 XXXX;;;;;
3344 OO__;4421 XO__;2432 XOO_;4236 XXX_;4235 XXXX;;;;;
4554 OO__;5635 XO__;5461 XXOO;1465 XOOO;5416 XXXX;;;;;
2311 XX__;2516 XO__;1611 XXO_;5111 XX__;6411 XXXX;;;;;
6346 XX__;6156 XO__;6312 XX__;6542 XO__;6335 XXXX;;;;;
6645 XX__;1145 XX__;1643 XOO_;6142 XXX_;6144 XXXX;;;;;
2323 XX__;6313 XO__;4623 XXX_;5623 XX__;4123 XXXX;;;;;
3344 XX__;6544 XO__;1346 XXX_;2346 XX__;1345 XXXX;;;;;
4554 XX__;4352 XO__;4624 XXO_;4244 XXX_;4214 XXXX;;;;;
2311 O___;6642 XX__;6653 ____;4242 XXX_;4442 XXXX;;;;;
2535 O___;6163 XX__;4143 O___;6264 XXOO;6462 XXXX;;;;;
6645 O___;1533 XX__;1423 OO__;2532 XXX_;5532 XXXX;;;;;
6543 OO__;5621 O___;2434 XXOO;4234 XXOO;4432 XXXX;;;;;
6346 XOO_;6664 XO__;3266 XXX_;3166 XXX_;3566 XXXX;;;;;
6543 OOO_;5164 OO__;3425 OO__;4336 XXX_;4636 XXXX;;;;;
2311 X___;2442 X___;5641 XXOO;5461 XOOO;6541 XXXX;;;;;
2535 OO__;3212 O___;5626 XXO_;5366 XXOO;5663 XXXX;;;;;
6346 OO__;3413 O___;5564 OOO_;4625 XXOO;4652 XXXX;;;;;
2323 O___;4534 X___;4216 XXO_;1214 XOOO;4112 XXXX;;;;;
2323 X___;4524 X___;4613 X___;5553 ____;6626 XXXX;;;;;
2323 ____;1665 XX__;1461 XXOO;1641 XOOO;1164 XXXX;;;;;
3344 X___;1214 X___;3256 XOO_;3615 XOOO;5316 XXXX;;;;;
3344 ____;2125 XX__;2161 XXOO;2116 XOOO;6121 XXXX;;;;;
4554 X___;4211 X___;3651 XXOO;3561 XOOO;6351 XXXX;;;;;
4554 ____;3221 XX__;1621 XXO_;1211 XX__;3611 XXXX;;;;;
6346 O___;2123 XX__;2533 XXO_;5133 XX__;5523 XXXX;;;;;
6543 OOO_;4654 OO__;3416 XX__;3435 XXX_;3425 XXXX;;;;;
6543 O___;2261 XO__;5215 XXX_;5225 XX__;1215 XXXX;;;;;
2311 X___;2662 O___;5516 OOO_;6355 XX__;6451 XXXX;;;;;
2535 X___;2121 XO__;2264 XOO_;2442 XX__;2416 XXXX;;;;;
3224 X___;6644 XO__;6265 XXO_;3665 OO__;6216 XXXX;;;;;
2311 OO__;3263 O___;1542 XO__;1434 X___;1156 XXXX;;;;;
2535 OO__;3151 OO__;5443 OO__;4312 XOOO;1324 XXXX;;;;;
6346 OO__;4234 OO__;1623 XO__;3413 XXX_;5413 XXXX;;;;;
6645 OO__;4553 OO__;3426 OOO_;5362 XX__;1364 XXXX;;;;;
3224 O___;2555 XX__;2665 XOO_;2516 XXOO;2156 XXXX;;;;;
2311 X___;2445 O___;4616 OOO_;6561 XX__;6364 XXXX;;;;;
2535 X___;4436 O___;2261 XXOO;2621 XOOO;2162 XXXX;;;;;
6346 X___;5542 O___;2331 X___;2226 O___;6151 XXXX;;;;;
2323 XO__;3133 O___;1225 OOO_;2412 XXX_;2612 XXXX;;;;;
4554 XO__;3434 X___;6452 OOOO;5624 XXOO;5264 XXXX;;;;;
2535 OO__;6324 XOO_;4356 XOO_;6452 XOOO;5426 XXXX;;;;;
6346 OO__;3412 XOO_;2423 XXO_;2434 XXX_;2435 XXXX;;;;;
2535 XO__;2316 O___;6554 OOO_;5665 XX__;5145 XXXX;;;;;
6645 XO__;4125 O___;1636 XXO_;1661 OO__;6236 XXXX;;;;;
6346 O___;2235 X___;1655 XXO_;4155 XX__;1165 XXXX;;;;;
6645 O___;2114 X___;3136 XXOO;3316 XOOO;3163 XXXX;;;;;
2535 ____;4444 X___;6461 XO__;4111 XXOO;1141 XXXX;;;;;
2323 XO__;5122 XO__;3625 OOOO;5263 OOOO;6352 XXXX;;;;;
3344 XO__;1332 XO__;6234 X___;3533 XXX_;3535 XXXX;;;;;
3224 XO__;2266 XO__;5252 OO__;4526 X___;2121 XXXX;;;;;
6645 XO__;2662 XO__;1636 OOOO;6163 XXOO;6361 XXXX;;;;;
2323 ____;5115 X___;6665 ____;4144 XXOO;4414 XXXX;;;;;
4554 O___;6462 OO__;3625 XXOO;5623 XOOO;2635 XXXX;;;;;
2311 X___;4515 XO__;4641 XXX_;4441 XX__;4661 XXXX;;;;;
3224 X___;3556 O___;6121 OOO_;1614 XX__;1215 XXXX;;;;;
6645 X___;6232 XO__;2244 XXX_;3244 XX__;2241 XXXX;;;;;
3224 OO__;2112 XX__;2613 XXX_;2313 XXX_;2513 XXXX;;;;;
2323 O___;4442 XX__;5412 X___;4436 XXOO;3446 XXXX;;;;;
2323 X___;6345 XOO_;6553 XOO_;5354 XX__;1356 XXXX;;;;;
3344 O___;5455 XX__;2452 X___;5153 XXX_;5653 XXXX;;;;;
3344 X___;5241 XOO_;3215 XOOO;5312 OOOO;3521 XXXX;;;;;
4554 O___;5216 XOO_;1235 XOOO;5132 OOOO;2315 XXXX;;;;;
4554 X___;6251 XOO_;3156 XXX_;3152 XX__;1156 XXXX;;;;;
6645 OO__;3154 XO__;3562 XXO_;5162 OO__;3536 XXXX;;;;;
6543 XO__;2433 X___;6636 XX__;6416 XO__;6131 XXXX;;;;;
2323 X___;2616 X___;4314 X___;5356 XO__;2554 XXXX;;;;;
4554 O___;6115 X___;6346 XXOO;6643 XOOO;6436 XXXX;;;;;
4554 X___;1664 X___;2234 XXOO;3224 XXOO;2324 XXXX;;;;;
2535 O___;6413 OOO_;4364 XOO_;3144 XX__;3346 XXXX;;;;;
2323 XO__;2211 XO__;5312 XXX_;4312 XXX_;6312 XXXX;;;;;
3344 XO__;6333 X___;1234 XXO_;5134 XXO_;2534 XXXX;;;;;
4554 XO__;4443 X___;4665 XO__;5653 XXOO;5563 XXXX;;;;;
2311 XO__;4322 OO__;6241 XXO_;6431 XOOO;3641 XXXX;;;;;
3224 XO__;3346 OO__;2654 XXO_;2464 XXX_;2164 XXXX;;;;;
6645 XO__;6533 X___;1544 XX__;2542 XXX_;5542 XXXX;;;;;
6645 O___;3353 XX__;3324 XX__;3316 XXOO;3361 XXXX;;;;;
6543 XX__;6223 X___;1513 XXO_;1143 OO__;6511 XXXX;;;;;
2323 XX__;2622 X___;2153 XOOO;2315 OOOO;1523 XXXX;;;;;
3344 XX__;2244 X___;1364 XO__;3554 OOOO;5345 XXXX;;;;;
4554 XX__;1551 X___;4653 XO__;4522 OOOO;2254 XXXX;;;;;
2311 OO__;4234 O___;1562 XX__;1663 XX__;1553 XXXX;;;;;
3224 XO__;1314 XO__;1425 X___;4434 XXX_;6434 XXXX;;;;;
2323 ____;4516 XO__;1666 XO__;6565 XO__;6446 XXXX;;;;;
2535 O___;3616 OO__;6241 OOO_;5164 XX__;1162 XXXX;;;;;
2311 X___;6615 O___;2454 ____;3363 XXOO;3336 XXXX;;;;;
3224 XO__;3143 XO__;6241 XXO_;6213 XO__;1245 XXXX;;;;;
3224 O___;5512 X___;6613 O___;4546 XXOO;5446 XXXX;;;;;
6645 O___;1411 XX__;1432 XOOO;3421 XOOO;2413 XXXX;;;;;
2311 X___;5356 XO__;6516 OO__;2652 XXX_;2654 XXXX;;;;;
2535 X___;2664 XO__;1636 XOO_;6134 XO__;6615 XXXX;;;;;
6346 X___;5322 XO__;6125 XOOO;6512 XOOO;1526 XXXX;;;;;
2311 OO__;6136 XO__;3426 OOOO;4632 OOOO;6243 XXXX;;;;;
6346 OO__;3623 O___;1434 X___;5564 XXOO;5465 XXXX;;;;;
2311 XO__;2543 XO__;6323 ____;1514 OOOO;5141 XXXX;;;;;
2535 XO__;2314 XO__;2151 XO__;1554 OO__;5331 XXXX;;;;;
3224 XO__;6534 XO__;6123 XXX_;6323 XXX_;6623 XXXX;;;;;
3224 O___;6366 O___;4651 X___;5553 O___;1131 XXXX;;;;;
6346 O___;4211 O___;2535 OOO_;5652 XX__;5153 XXXX;;;;;
6543 X___;5515 O___;1123 XOO_;1241 XXOO;2141 XXXX;;;;;
2535 X___;2146 XO__;1541 XXO_;1445 XO__;1516 XXXX;;;;;
3224 X___;3651 XO__;5154 XXX_;1154 XXX_;4154 XXXX;;;;;
2323 XO__;3463 O___;6522 XOOO;2652 OOOO;5226 XXXX;;;;;
2311 XO__;1415 XO__;6512 XXX_;5512 XX__;6513 XXXX;;;;;
2535 XO__;1455 XO__;2156 XOOO;1526 XOOO;6125 XXXX;;;;;
3344 ____;2555 XX__;2561 OOO_;6155 XXOO;1655 XXXX;;;;;
2535 O___;1363 X___;5666 XXX_;5466 XXOO;5664 XXXX;;;;;
2323 ____;5161 XOO_;6154 XX__;6116 XO__;1155 XXXX;;;;;
3344 ____;6511 XOO_;2115 XXO_;6125 XOO_;2161 XXXX;;;;;
2535 OO__;5366 XO__;6312 XOOO;3162 XOOO;3216 XXXX;;;;;
3224 OO__;5352 XO__;2363 XXO_;2331 XXO_;2316 XXXX;;;;;
6346 OO__;3262 X___;4165 O___;3434 XXX_;3433 XXXX;;;;;
6645 OO__;5363 XO__;4253 XOOO;5234 XOOO;2354 XXXX;;;;;
6346 XO__;6165 O___;4314 OOOO;1443 XXOO;3441 XXXX;;;;;
2323 X___;6364 OO__;1443 XXOO;4143 XXOO;4413 XXXX;;;;;
6543 OO__;5262 OO__;1326 OOO_;2614 XO__;2135 XXXX;;;;;
3344 XO__;3425 OO__;6143 XXX_;6643 XX__;1143 XXXX;;;;;
4554 XO__;6541 OO__;5224 XXX_;5234 XXOO;5324 XXXX;;;;;
2535 XO__;5115 O___;1233 XO__;3543 XXX_;3563 XXXX;;;;;
3224 XO__;2626 X___;2454 XX__;3456 O___;2114 XXXX;;;;;
6645 XO__;6366 ____;5144 XX__;5542 XXX_;5242 XXXX;;;;;
6543 XO__;5223 X___;5554 XOO_;5145 XXX_;5445 XXXX;;;;;
2323 O___;6162 XO__;4652 X___;6636 XXOO;3666 XXXX;;;;;
2323 X___;5153 XO__;5525 OO__;2651 XXX_;2451 XXXX;;;;;
2323 ____;4515 OO__;6641 OO__;5464 OO__;1156 XXXX;;;;;
3344 O___;6422 XO__;1466 XXO_;5416 XXOO;5461 XXXX;;;;;
3344 X___;1322 XO__;5316 ____;2242 XXOO;2224 XXXX;;;;;
3344 ____;5666 XO__;1565 XX__;2265 XXOO;2562 XXXX;;;;;
4554 ____;1163 OO__;2326 XOOO;3622 XXOO;2632 XXXX;;;;;
2311 O___;3646 OO__;4562 XXOO;4265 XOOO;5462 XXXX;;;;;
2535 O___;1454 OO__;4212 XXOO;4122 XXOO;4221 XXXX;;;;;
3224 O___;6653 OO__;1316 XOO_;1531 XXOO;1135 XXXX;;;;;
6346 O___;1651 X___;4552 X___;2622 XO__;1232 XXXX;;;;;
2535 OO__;4312 OO__;3223 ____;5451 XXOO;5154 XXXX;;;;;
6346 OO__;2431 OO__;5613 O___;4262 XXX_;4264 XXXX;;;;;
2311 O___;4525 O___;6144 XOOO;1464 XXOO;1446 XXXX;;;;;
2535 O___;1266 O___;3311 XOO_;4113 XXO_;3143 XXXX;;;;;
3224 O___;1153 O___;2566 XXOO;6562 XOOO;2665 XXXX;;;;;
6346 O___;5452 O___;3123 OOO_;2231 XXX_;1231 XXXX;;;;;
6543 OO__;1355 X___;1614 XXO_;1264 XXX_;1464 XXXX;;;;;
6346 OO__;3265 OO__;4453 OO__;5614 XO__;2134 XXXX;;;;;
6645 OO__;3534 XO__;5124 XX__;5454 X___;5136 XXXX;;;;;
2535 XO__;4522 XO__;6232 XOO_;2312 XOO_;2223 XXXX;;;;;
6543 XO__;4646 XO__;6236 XXOO;6632 XOOO;6326 XXXX;;;;;
2535 O___;6242 OO__;4316 XX__;4656 XXX_;4456 XXXX;;;;;
3224 O___;1336 OO__;6152 OOOO;2615 XOOO;2561 XXXX;;;;;
6645 O___;5533 O___;3262 XXOO;3226 OOOO;2362 XXXX;;;;;
2311 X___;4335 O___;6641 XXOO;6461 XOOO;6614 XXXX;;;;;
2323 X___;1526 XO__;5346 XXX_;5366 XXX_;5356 XXXX;;;;;
2311 OO__;1164 O___;3256 XOOO;3625 XOOO;6235 XXXX;;;;;
6346 OO__;1665 O___;3134 XXOO;4133 XOOO;3431 XXXX;;;;;
6346 XO__;5666 X___;3136 XOO_;3363 XXX_;3362 XXXX;;;;;
2323 ____;1415 XO__;5456 OOOO;4565 XXOO;6545 XXXX;;;;;
3344 ____;5121 XO__;1166 XXX_;2166 XX__;1116 XXXX;;;;;
4554 ____;6613 XO__;1133 XXO_;1323 XXOO;3123 XXXX;;;;;
3224 XO__;3431 O___;2212 XXO_;1252 XXX_;1262 XXXX;;;;;
3344 ____;5612 OOO_;2566 OOO_;6225 XXX_;6255 XXXX;;;;;
2311 XO__;2443 O___;5521 XXOO;5512 XOOO;5251 XXXX;;;;;
6346 XO__;6524 XO__;6135 XXX_;6165 XX__;6132 XXXX;;;;;
2323 O___;3551 O___;1216 XOOO;6112 XXOO;1162 XXXX;;;;;
2323 X___;5425 O___;4113 XXOO;4311 OOOO;1143 XXXX;;;;;
3344 X___;6546 O___;3612 XX__;3252 XO__;3115 XXXX;;;;;
4554 O___;3646 O___;5323 XXOO;5233 XXOO;5332 XXXX;;;;;
3224 X___;4644 O___;6211 OOO_;5126 XXOO;1526 XXXX;;;;;
6543 XO__;1566 O___;3623 XXO_;3253 XOOO;5323 XXXX;;;;;
2323 O___;4562 OO__;5631 X___;5255 X___;1241 XXXX;;;;;
2323 X___;2544 XO__;5521 XOO_;2151 XXX_;2651 XXXX;;;;;
3344 O___;5213 OO__;1456 O___;6632 XXX_;2632 XXXX;;;;;
4554 X___;6652 XO__;2251 XX__;3253 XXOO;2353 XXXX;;;;;
4554 ____;2322 X___;3316 XOOO;6331 XOOO;1363 XXXX;;;;;
2535 OO__;6153 OO__;3214 OOOO;1342 XOOO;4321 XXXX;;;;;
2535 XO__;1236 OO__;6625 XXX_;6425 XXOO;4625 XXXX;;;;;
3224 XO__;3433 X___;1236 XXOO;6231 XOOO;1263 XXXX;;;;;
6346 XO__;3245 OO__;6533 XOO_;2363 OO__;5136 XXXX;;;;;
3224 O___;1465 XO__;6162 XOO_;2566 OO__;1612 XXXX;;;;;
6645 O___;1234 XO__;3531 OOO_;1153 XX__;1363 XXXX;;;;;
2311 O___;3555 ____;4262 XOOO;6224 XXOO;6422 XXXX;;;;;
2535 O___;5464 O___;1241 XXX_;1242 XX__;1341 XXXX;;;;;
6645 O___;4114 ____;3352 OOOO;2533 XXOO;5233 XXXX;;;;;
6543 OO__;2632 O___;3155 ____;4466 XXX_;4464 XXXX;;;;;
2323 ____;5115 XO__;1645 XXX_;1445 XX__;1665 XXXX;;;;;
6543 XO__;6251 OO__;3532 XXO_;3525 XXOO;2535 XXXX;;;;;
6645 O___;4323 XO__;1362 XXX_;2362 XX__;1352 XXXX;;;;;
6346 O___;3531 O___;5265 XOOO;2655 XXOO;5652 XXXX;;;;;
2311 XO__;4214 O___;2563 XX__;1561 XX__;1363 XXXX;;;;;
6543 OO__;4132 OO__;1454 XOO_;5415 XXX_;5411 XXXX;;;;;
2535 O___;4443 X___;6242 XXOO;6422 XOOO;4262 XXXX;;;;;
6543 O___;2216 XXOO;2261 XOOO;2612 XOOO;2126 XXXX;;;;;
3224 OO__;2351 XXOO;2315 XOOO;2531 XOOO;2153 XXXX;;;;;
2323 X___;2651 XXOO;2615 XOOO;2156 XOOO;2561 XXXX;;;;;
3344 X___;2514 XXOO;2154 XOOO;2541 OOOO;5214 XXXX;;;;;
4554 O___;2146 XXOO;2641 XOOO;2416 XOOO;1246 XXXX;;;;;
6543 OO__;5126 XXOO;5216 XOOO;5621 XOOO;5162 XXXX;;;;;
6543 OO__;3632 OOO_;2326 XXX_;1326 XXOO;2316 XXXX;;;;;
3224 ____;1655 OO__;6166 XXX_;6161 XXOO;6116 XXXX;;;;;
6543 X___;4241 XXX_;4242 XX__;4441 XXX_;4141 XXXX;;;;;
6645 X___;3621 XXX_;3611 XX__;2621 XXO_;3622 XXXX;;;;;
2535 XO__;4155 XXX_;5155 XX__;4455 XX__;4125 XXXX;;;;;
3224 XO__;4216 XXX_;4215 XX__;4246 XXX_;4266 XXXX;;;;;
6346 XO__;3256 XXX_;3156 XX__;3226 XX__;4256 XXXX;;;;;
6645 OOO_;3456 XO__;5266 XXX_;5566 XX__;4266 XXXX;;;;;
