1221 ____;3345 ____;6666 XXXX;;;;
1221 O___;2334 X___;4154 XXX_;4164 XXXX;;;
1221 O___;2334 X___;4154 XXXX;;;;
1221 O___;2334 XO__;3135 ____;2466 XXOO;2646 XXXX;;
1221 O___;2334 XO__;3135 ____;2466 XXX_;2446 XXXX;;
1221 O___;2334 XO__;3135 ____;2466 XXXX;;;
1221 O___;2334 XO__;3135 O___;2456 OO__;6362 XXXX;;
1221 O___;2334 XO__;3135 O___;2456 XO__;2663 XXXX;;
1221 O___;2334 XO__;3135 O___;2456 XXOO;2546 XXXX;;
1221 O___;2334 XO__;3135 O___;2456 XXXX;;;
1221 O___;2334 XO__;3135 OO__;2563 OO__;4316 XXXX;;
1221 O___;2334 XO__;3135 OO__;2563 OOO_;5352 XXXX;;
1221 O___;2334 XO__;3135 OO__;2563 OOOO;6352 XXXX;;
1221 O___;2334 XO__;3135 OO__;2563 XOOO;5362 XXXX;;
1221 O___;2334 XO__;3135 OO__;2563 XXOO;2653 XXXX;;
1221 O___;2334 XO__;3135 OO__;2563 XXX_;2553 XXXX;;
1221 O___;2334 XO__;3135 OO__;2563 XXXX;;;
1221 O___;2334 XO__;3135 OOO_;6313 XXXX;;;
1221 O___;2334 XO__;3135 OOOO;5313 XXXX;;;
1221 O___;2334 XO__;3135 X___;1456 O___;6632 XXXX;;
1221 O___;2334 XO__;3135 X___;1456 OO__;2545 XXXX;;
1221 O___;2334 XO__;3135 X___;1456 OOO_;2645 XXXX;;
1221 O___;2334 XO__;3135 X___;1456 XO__;2445 XXXX;;
1221 O___;2334 XO__;3135 X___;1456 XOO_;2465 XXXX;;
1221 O___;2334 XO__;3135 X___;1456 XX__;2455 XXXX;;
1221 O___;2334 XO__;3135 XO__;3614 O___;5532 XXXX;;
1221 O___;2334 XO__;3135 XO__;3614 OO__;6532 XXXX;;
1221 O___;2334 XO__;3135 XO__;3614 XO__;5632 XXXX;;
1221 O___;2334 XO__;3135 XO__;3614 XXX_;3414 XXXX;;
1221 O___;2334 XO__;3135 XO__;3614 XXXX;;;
1221 O___;2334 XO__;3135 XOO_;1313 XO__;3514 XXXX;;
1221 O___;2334 XO__;3135 XOO_;1313 XX__;4315 XXXX;;
1221 O___;2334 XO__;3135 XOO_;1313 XXO_;3316 XXXX;;
1221 O___;2334 XO__;3135 XOO_;1313 XXX_;3313 XXXX;;
1221 O___;2334 XO__;3135 XX__;3144 XOO_;4136 XXXX;;
1221 O___;2334 XO__;3135 XX__;3144 XXX_;3164 XXXX;;
1221 O___;2334 XO__;3135 XX__;3144 XXXX;;;
1221 O___;2334 XO__;3135 XXO_;3154 XO__;6133 XXXX;;
1221 O___;2334 XO__;3135 XXO_;3154 XXXX;;;
1221 O___;2334 XO__;3135 XXOO;3315 OOOO;5133 XXXX;;
1221 O___;2334 XO__;3135 XXOO;3315 XXXX;;;
1221 O___;2334 XO__;3135 XXX_;3133 XX__;4135 XXXX;;
1221 O___;2334 XO__;3135 XXX_;3133 XXX_;3136 XXXX;;
1221 O___;2334 XO__;3135 XXX_;3133 XXXX;;;
1221 O___;2334 XO__;3135 XXXX;;;;
1221 O___;2334 XOO_;4352 OOO_;2463 XXOO;2643 XXXX;;
1221 O___;2334 XOO_;4352 OOO_;2463 XXX_;2443 XXXX;;
1221 O___;2334 XOO_;4352 OOO_;2463 XXXX;;;
1221 O___;2334 XOO_;4352 OOOO;2543 XXXX;;;
1221 O___;2334 XOO_;4352 XO__;3632 XO__;4133 XXXX;;
1221 O___;2334 XOO_;4352 XO__;3632 XXXX;;;
1221 O___;2334 XOO_;4352 XOO_;3532 XX__;6432 XXXX;;
1221 O___;2334 XOO_;4352 XOO_;3532 XXXX;;;
1221 O___;2334 XOO_;4352 XOOO;2453 XOOO;5432 XXXX;;
1221 O___;2334 XOO_;4352 XOOO;2453 XXXX;;;
1221 O___;2334 XOO_;4352 XX__;3362 XO__;4313 XXXX;;
1221 O___;2334 XOO_;4352 XX__;3362 XXXX;;;
1221 O___;2334 XOO_;4352 XXO_;4432 XOO_;6342 XXXX;;
1221 O___;2334 XOO_;4352 XXO_;4432 XXX_;4632 XXXX;;
1221 O___;2334 XOO_;4352 XXO_;4432 XXXX;;;
1221 O___;2334 XOO_;4352 XXOO;4532 XOOO;5342 XXXX;;
1221 O___;2334 XOO_;4352 XXOO;4532 XXXX;;;
1221 O___;2334 XOO_;4352 XXX_;4342 XX__;3352 XXXX;;
1221 O___;2334 XOO_;4352 XXX_;4342 XXX_;4362 XXXX;;
1221 O___;2334 XOO_;4352 XXX_;4342 XXXX;;;
1221 O___;2334 XOO_;4352 XXXX;;;;
1221 O___;2334 XOOO;3342 XXOO;3432 XXXX;;;
1221 O___;2334 XOOO;3342 XXXX;;;;
1221 O___;2334 XX__;2563 O___;4134 XXOO;4314 XXXX;;
1221 O___;2334 XX__;2563 O___;4134 XXXX;;;
1221 O___;2334 XX__;2563 OO__;5134 XOO_;6314 XXXX;;
1221 O___;2334 XX__;2563 OO__;5134 XXOO;5314 XXXX;;
1221 O___;2334 XX__;2563 OO__;5134 XXX_;6134 XXXX;;
1221 O___;2334 XX__;2563 OO__;5134 XXXX;;;
1221 O___;2334 XX__;2563 X___;2444 XXXX;;;
1221 O___;2334 XX__;2563 XO__;2454 XXO_;2644 XXXX;;
1221 O___;2334 XX__;2563 XO__;2454 XXXX;;;
1221 O___;2334 XX__;2563 XOO_;2355 XO__;2636 XXXX;;
1221 O___;2334 XX__;2563 XOO_;2355 XX__;2654 XXXX;;
1221 O___;2334 XX__;2563 XOO_;2355 XXXX;;;
1221 O___;2334 XX__;2563 XOOO;2356 XOOO;2635 XXXX;;
1221 O___;2334 XX__;2563 XOOO;2356 XXXX;;;
1221 O___;2334 XX__;2563 XX__;2464 XX__;2554 XXXX;;
1221 O___;2334 XX__;2563 XX__;2464 XXO_;2544 XXXX;;
1221 O___;2334 XX__;2563 XX__;2464 XXX_;2664 XXXX;;
1221 O___;2334 XX__;2563 XX__;2464 XXXX;;;
1221 O___;2334 XX__;2563 XXO_;2366 XO__;2535 XXXX;;
1221 O___;2334 XX__;2563 XXO_;2366 XXXX;;;
1221 O___;2334 XX__;2563 XXOO;2365 XOOO;2536 XXXX;;
1221 O___;2334 XX__;2563 XXOO;2365 XXXX;;;
1221 O___;2334 XX__;2563 XXX_;2564 XXXX;;;
1221 O___;2334 XXO_;3352 OO__;2436 XXXX;;;
1221 O___;2334 XXO_;3352 OOO_;2435 XX__;2633 XXXX;;
1221 O___;2334 XXO_;3352 OOO_;2435 XXXX;;;
1221 O___;2334 XXO_;3352 OOOO;2533 XXXX;;;
1221 O___;2334 XXO_;3352 XO__;2346 OO__;3134 XXXX;;
1221 O___;2334 XXO_;3352 XO__;2346 XXXX;;;
1221 O___;2334 XXO_;3352 XOO_;2345 XX__;2363 XXXX;;
1221 O___;2334 XXO_;3352 XOO_;2345 XXXX;;;
1221 O___;2334 XXO_;3352 XX__;3314 XXXX;;;
1221 O___;2334 XXO_;3352 XXO_;6332 XXXX;;;
1221 O___;2334 XXO_;3352 XXOO;2353 XOOO;5332 XXXX;;
1221 O___;2334 XXO_;3352 XXOO;2353 XXXX;;;
1221 O___;2334 XXO_;3352 XXX_;3332 XXXX;;;
1221 O___;2334 XXOO;2343 XOOO;4332 XXXX;;;
1221 O___;2334 XXOO;2343 XXOO;2433 XXXX;;;
1221 O___;2334 XXOO;2343 XXXX;;;;
1221 O___;2334 XXX_;3353 O___;2434 XXX_;2634 XXXX;;
1221 O___;2334 XXX_;3353 O___;2434 XXXX;;;
1221 O___;2334 XXX_;3353 OO__;2534 XXXX;;;
1221 O___;2334 XXX_;3353 X___;2344 XXX_;2364 XXXX;;
1221 O___;2334 XXX_;3353 X___;2344 XXXX;;;
1221 O___;2334 XXX_;3353 XO__;2336 XXXX;;;
1221 O___;2334 XXX_;3353 XOO_;2335 XXXX;;;
1221 O___;2334 XXX_;3353 XX__;2354 XXXX;;;
1221 O___;2334 XXX_;3353 XXO_;2333 XXXX;;;
1221 O___;2334 XXXX;;;;;
1221 OO__;2334 ____;1155 XO__;6116 XXXX;;;
1221 OO__;2334 ____;1155 XOO_;5116 XXXX;;;
1221 OO__;2334 ____;1155 XXO_;6115 XXXX;;;
1221 OO__;2334 ____;1155 XXOO;5115 XXXX;;;
1221 OO__;2334 O___;5152 X___;3116 XXOO;6113 XXXX;;
1221 OO__;2334 O___;5152 X___;3116 XXX_;4116 XXXX;;
1221 OO__;2334 O___;5152 X___;3116 XXXX;;;
1221 OO__;2334 O___;5152 XO__;3115 X___;6612 XXXX;;
1221 OO__;2334 O___;5152 XO__;3115 XXX_;4115 XXXX;;
1221 OO__;2334 O___;5152 XO__;3115 XXXX;;;
1221 OO__;2334 O___;5152 XOO_;6512 XXXX;;;
1221 OO__;2334 O___;5152 XX__;5113 X___;6162 XXXX;;
1221 OO__;2334 O___;5152 XX__;5113 XXXX;;;
1221 OO__;2334 O___;5152 XXO_;5612 XXXX;;;
1221 OO__;2334 O___;5152 XXOO;5512 XXXX;;;
1221 OO__;2334 O___;5152 XXX_;5162 XXOO;6152 XXXX;;
1221 OO__;2334 O___;5152 XXX_;5162 XXXX;;;
1221 OO__;2334 O___;5152 XXXX;;;;
1221 OO__;2334 OO__;4152 X___;3113 XXXX;;;
1221 OO__;2334 OO__;4152 XO__;3612 XXXX;;;
1221 OO__;2334 OO__;4152 XOO_;3512 XX__;6412 XXXX;;
1221 OO__;2334 OO__;4152 XOO_;3512 XXXX;;;
1221 OO__;2334 OO__;4152 XOOO;5412 XXXX;;;
1221 OO__;2334 OO__;4152 XX__;3162 XO__;4113 XXXX;;
1221 OO__;2334 OO__;4152 XX__;3162 XXXX;;;
1221 OO__;2334 OO__;4152 XXO_;4412 XOO_;6142 XXXX;;
1221 OO__;2334 OO__;4152 XXO_;4412 XXX_;4612 XXXX;;
1221 OO__;2334 OO__;4152 XXO_;4412 XXXX;;;
1221 OO__;2334 OO__;4152 XXOO;4512 XOOO;5142 XXXX;;
1221 OO__;2334 OO__;4152 XXOO;4512 XXXX;;;
1221 OO__;2334 OO__;4152 XXX_;4142 XX__;3152 XXXX;;
1221 OO__;2334 OO__;4152 XXX_;4142 XXX_;4162 XXXX;;
1221 OO__;2334 OO__;4152 XXX_;4142 XXXX;;;
1221 OO__;2334 OO__;4152 XXXX;;;;
1221 OO__;2334 OOO_;3142 XXOO;3412 XXXX;;;
1221 OO__;2334 OOO_;3142 XXXX;;;;
1221 OO__;2334 X___;2562 ____;4114 XXXX;;;
1221 OO__;2334 X___;2562 O___;5114 XXX_;6114 XXXX;;
1221 OO__;2334 X___;2562 O___;5114 XXXX;;;
1221 OO__;2334 X___;2562 XO__;2155 XO__;2616 XXXX;;
1221 OO__;2334 X___;2562 XO__;2155 XXXX;;;
1221 OO__;2334 X___;2562 XOO_;2156 XOOO;2615 XXXX;;
1221 OO__;2334 X___;2562 XOO_;2156 XXXX;;;
1221 OO__;2334 X___;2562 XX__;2166 XO__;2515 XXXX;;
1221 OO__;2334 X___;2562 XX__;2166 XXXX;;;
1221 OO__;2334 X___;2562 XXO_;2165 XOOO;2516 XXXX;;
1221 OO__;2334 X___;2562 XXO_;2165 XXXX;;;
1221 OO__;2334 X___;2562 XXOO;2652 XXXX;;;
1221 OO__;2334 X___;2562 XXX_;2552 XX__;2662 XXXX;;
1221 OO__;2334 X___;2562 XXX_;2552 XXXX;;;
1221 OO__;2334 X___;2562 XXXX;;;;
1221 OO__;2334 XO__;2153 OOO_;6312 XXXX;;;
1221 OO__;2334 XO__;2153 OOOO;5312 XXXX;;;
1221 OO__;2334 XO__;2153 X___;2462 XXOO;2642 XXXX;;
1221 OO__;2334 XO__;2153 X___;2462 XXX_;2442 XXXX;;
1221 OO__;2334 XO__;2153 X___;2462 XXXX;;;
1221 OO__;2334 XO__;2153 XO__;2542 O___;3114 XXXX;;
1221 OO__;2334 XO__;2153 XO__;2542 XO__;2416 XXXX;;
1221 OO__;2334 XO__;2153 XO__;2542 XXXX;;;
1221 OO__;2334 XO__;2153 XOO_;2415 OO__;6132 XXXX;;
1221 OO__;2334 XO__;2153 XOO_;2415 XXXX;;;
1221 OO__;2334 XO__;2153 XOOO;5132 XXXX;;;
1221 OO__;2334 XO__;2153 XX__;2146 XO__;2452 XXXX;;
1221 OO__;2334 XO__;2153 XX__;2146 XXXX;;;
1221 OO__;2334 XO__;2153 XXO_;2145 XO__;2613 XXXX;;
1221 OO__;2334 XO__;2153 XXO_;2145 XXXX;;;
1221 OO__;2334 XO__;2153 XXOO;2513 XXXX;;;
1221 OO__;2334 XO__;2153 XXX_;2163 XXXX;;;
1221 OO__;2334 XO__;2153 XXXX;;;;
1221 OO__;2334 XOO_;2143 OOO_;3312 XXXX;;;
1221 OO__;2334 XOO_;2143 OOOO;4312 XXXX;;;
1221 OO__;2334 XOO_;2143 XOO_;3132 XXXX;;;
1221 OO__;2334 XOO_;2143 XOOO;4132 XXXX;;;
1221 OO__;2334 XOO_;2143 XXOO;2413 XXXX;;;
1221 OO__;2334 XOO_;2143 XXXX;;;;
1221 OO__;2334 XX__;4154 ____;2362 XXOO;2632 XXXX;;
1221 OO__;2334 XX__;4154 ____;2362 XXXX;;;
1221 OO__;2334 XX__;4154 O___;2316 XO__;2532 XXXX;;
1221 OO__;2334 XX__;4154 O___;2316 XXXX;;;
1221 OO__;2334 XX__;4154 OO__;2315 XXXX;;;
1221 OO__;2334 XX__;4154 X___;2136 XO__;2352 XXXX;;
1221 OO__;2334 XX__;4154 X___;2136 XXXX;;;
1221 OO__;2334 XX__;4154 XO__;2135 XO__;2614 XXXX;;
1221 OO__;2334 XX__;4154 XO__;2135 XXXX;;;
1221 OO__;2334 XX__;4154 XOO_;2414 XXX_;2514 XXXX;;
1221 OO__;2334 XX__;4154 XOO_;2414 XXXX;;;
1221 OO__;2334 XX__;4154 XX__;2164 XXXX;;;
1221 OO__;2334 XX__;4154 XXO_;2144 XXXX;;;
1221 OO__;2334 XX__;4154 XXX_;2154 XXXX;;;
1221 OO__;2334 XXO_;2133 XO__;2342 XXXX;;;
1221 OO__;2334 XXO_;2133 XX__;2432 XXXX;;;
1221 OO__;2334 XXO_;2133 XXOO;2313 XXXX;;;
1221 OO__;2334 XXO_;2133 XXXX;;;;
1221 OO__;2334 XXX_;2134 XX__;2332 XXXX;;;
1221 OO__;2334 XXX_;2134 XXOO;2314 XXXX;;;
1221 OO__;2334 XXX_;2134 XXXX;;;;
1221 OOO_;1132 XO__;1415 X___;2612 XXXX;;;
1221 OOO_;1132 XO__;1415 XO__;2512 XXXX;;;
1221 OOO_;1132 XO__;1415 XX__;2412 XXXX;;;
1221 OOO_;1132 XOO_;1145 O___;2312 XXXX;;;
1221 OOO_;1132 XOO_;1145 XO__;2116 XXXX;;;
1221 OOO_;1132 XOO_;1145 XOO_;2114 XXXX;;;
1221 OOO_;1132 XOO_;1145 XXO_;2115 XXXX;;;
1221 OOO_;1132 XOOO;2113 XXXX;;;;
1221 OOO_;1132 XX__;1145 X___;2162 XXXX;;;
1221 OOO_;1132 XX__;1145 XO__;2152 XXXX;;;
1221 OOO_;1132 XX__;1145 XX__;2142 XXXX;;;
1221 OOO_;1132 XXO_;4115 XX__;6112 XXXX;;;
1221 OOO_;1132 XXO_;4115 XXO_;5112 XXXX;;;
1221 OOO_;1132 XXO_;4115 XXX_;4112 XXXX;;;
1221 OOO_;1132 XXOO;3112 XXXX;;;;
1221 OOO_;1132 XXX_;2132 XXXX;;;;
1221 OOOO;2112 XXXX;;;;;
1221 X___;1334 ____;5255 O___;6626 XXXX;;;
1221 X___;1334 ____;5255 OO__;6526 XXXX;;;
1221 X___;1334 ____;5255 X___;6266 XXXX;;;
1221 X___;1334 ____;5255 XO__;5626 XXOO;6625 XXXX;;
1221 X___;1334 ____;5255 XO__;5626 XXXX;;;
1221 X___;1334 ____;5255 XOO_;5526 XXOO;6525 XXXX;;
1221 X___;1334 ____;5255 XOO_;5526 XXXX;;;
1221 X___;1334 ____;5255 XX__;1156 OO__;6265 XXXX;;
1221 X___;1334 ____;5255 XX__;1156 XO__;5266 XXXX;;
1221 X___;1334 ____;5255 XX__;1156 XX__;6256 XXXX;;
1221 X___;1334 ____;5255 XXO_;5625 XXXX;;;
1221 X___;1334 ____;5255 XXOO;5525 XXXX;;;
1221 X___;1334 ____;5255 XXX_;1156 OO__;5265 XXXX;;
1221 X___;1334 ____;5255 XXX_;1156 XO__;6255 XXXX;;
1221 X___;1334 ____;5255 XXX_;1156 XX__;5256 XXXX;;
1221 X___;1334 ____;5255 XXXX;;;;
1221 X___;1334 O___;4256 O___;6661 XXXX;;;
1221 X___;1334 O___;4256 OO__;5661 O___;3525 XXXX;;
1221 X___;1334 O___;4256 OO__;5661 X___;5523 XXXX;;
1221 X___;1334 O___;4256 OO__;5661 XO__;6623 XXXX;;
1221 X___;1334 O___;4256 OO__;5661 XXOO;6561 XXXX;;
1221 X___;1334 O___;4256 OO__;5661 XXX_;5561 XXXX;;
1221 X___;1334 O___;4256 OO__;5661 XXXX;;;
1221 X___;1334 O___;4256 OOO_;3625 XOOO;6523 XXXX;;
1221 X___;1334 O___;4256 OOO_;3625 XX__;5425 XXXX;;
1221 X___;1334 O___;4256 OOO_;3625 XXOO;5623 XXXX;;
1221 X___;1334 O___;4256 OOO_;3625 XXXX;;;
1221 X___;1334 O___;4256 OOOO;6425 XXXX;;;
1221 X___;1334 O___;4256 X___;5551 XXXX;;;
1221 X___;1334 O___;4256 XO__;3626 O___;6551 XXXX;;
1221 X___;1334 O___;4256 XO__;3626 OOOO;6263 XXXX;;
1221 X___;1334 O___;4256 XO__;3626 X___;5651 XXXX;;
1221 X___;1334 O___;4256 XO__;3626 XO__;6651 XXXX;;
1221 X___;1334 O___;4256 XO__;3626 XXXX;;;
1221 X___;1334 O___;4256 XOO_;1523 OO__;5245 XXXX;;
1221 X___;1334 O___;4256 XOO_;1523 OOO_;3265 XXXX;;
1221 X___;1334 O___;4256 XOO_;1523 X___;6426 XXXX;;
1221 X___;1334 O___;4256 XOO_;1523 XO__;4425 XXXX;;
1221 X___;1334 O___;4256 XOO_;1523 XOO_;5263 XXXX;;
1221 X___;1334 O___;4256 XOO_;1523 XX__;4525 XXXX;;
1221 X___;1334 O___;4256 XOO_;1523 XXO_;3526 XXXX;;
1221 X___;1334 O___;4256 XOOO;5426 OOOO;6245 XXXX;;
1221 X___;1334 O___;4256 XOOO;5426 XOOO;4625 XXXX;;
1221 X___;1334 O___;4256 XOOO;5426 XXXX;;;
1221 X___;1334 O___;4256 XX__;3255 XX__;3266 XXXX;;
1221 X___;1334 O___;4256 XX__;3255 XXOO;5253 XXXX;;
1221 X___;1334 O___;4256 XX__;3255 XXXX;;;
1221 X___;1334 O___;4256 XXO_;4626 OO__;6253 XXXX;;
1221 X___;1334 O___;4256 XXO_;4626 XO__;4245 XXXX;;
1221 X___;1334 O___;4256 XXO_;4626 XOOO;6246 XXXX;;
1221 X___;1334 O___;4256 XXO_;4626 XXX_;4426 XXXX;;
1221 X___;1334 O___;4256 XXO_;4626 XXXX;;;
1221 X___;1334 O___;4256 XXOO;1126 OO__;4265 XXXX;;
1221 X___;1334 O___;4256 XXOO;1126 XO__;5246 XXXX;;
1221 X___;1334 O___;4256 XXOO;1126 XX__;4526 XXXX;;
1221 X___;1334 O___;4256 XXX_;1146 O___;4255 XXXX;;
1221 X___;1334 O___;4256 XXX_;1146 X___;3256 XXXX;;
1221 X___;1334 O___;4256 XXX_;1146 XO__;4266 XXXX;;
1221 X___;1334 O___;4256 XXX_;1146 XX__;4246 XXXX;;
1221 X___;1334 O___;4256 XXXX;;;;
1221 X___;1334 OO__;4451 ____;3263 XXOO;3623 XXXX;;
1221 X___;1334 OO__;4451 ____;3263 XXXX;;;
1221 X___;1334 OO__;4451 O___;3246 XO__;3523 XXXX;;
1221 X___;1334 OO__;4451 O___;3246 XXOO;6243 XXXX;;
1221 X___;1334 OO__;4451 O___;3246 XXXX;;;
1221 X___;1334 OO__;4451 OO__;3245 XXOO;5243 XXXX;;
1221 X___;1334 OO__;4451 OO__;3245 XXXX;;;
1221 X___;1334 OO__;4451 X___;4263 OOOO;3426 XXXX;;
1221 X___;1334 OO__;4451 X___;4263 XO__;3661 XXXX;;
1221 X___;1334 OO__;4451 X___;4263 XOOO;6423 XXXX;;
1221 X___;1334 OO__;4451 X___;4263 XX__;3253 XXXX;;
1221 X___;1334 OO__;4451 X___;4263 XXOO;4623 XXXX;;
1221 X___;1334 OO__;4451 X___;4263 XXXX;;;
1221 X___;1334 OO__;4451 XO__;3425 O___;6641 XXXX;;
1221 X___;1334 OO__;4451 XO__;3425 OOO_;4243 XXXX;;
1221 X___;1334 OO__;4451 XO__;3425 XO__;3561 XXXX;;
1221 X___;1334 OO__;4451 XO__;3425 XOOO;4523 XXXX;;
1221 X___;1334 OO__;4451 XO__;3425 XXOO;5423 XXXX;;
1221 X___;1334 OO__;4451 XO__;3425 XXXX;;;
1221 X___;1334 OO__;4451 XOO_;5641 XXOO;6541 XXXX;;
1221 X___;1334 OO__;4451 XOO_;5641 XXX_;5541 XXXX;;
1221 X___;1334 OO__;4451 XOO_;5641 XXXX;;;
1221 X___;1334 OO__;4451 XX__;1463 OO__;3551 XXXX;;
1221 X___;1334 OO__;4451 XX__;1463 OOO_;3651 XXXX;;
1221 X___;1334 OO__;4451 XX__;1463 XO__;4253 XXXX;;
1221 X___;1334 OO__;4451 XX__;1463 XOO_;4661 XXXX;;
1221 X___;1334 OO__;4451 XX__;1463 XX__;4423 XXXX;;
1221 X___;1334 OO__;4451 XX__;1463 XXO_;6461 XXXX;;
1221 X___;1334 OO__;4451 XXO_;4561 XOO_;6441 XXXX;;
1221 X___;1334 OO__;4451 XXO_;4561 XXO_;4641 XXXX;;
1221 X___;1334 OO__;4451 XXO_;4561 XXOO;5461 XXXX;;
1221 X___;1334 OO__;4451 XXO_;4561 XXXX;;;
1221 X___;1334 OO__;4451 XXOO;4541 XXOO;5441 XXXX;;
1221 X___;1334 OO__;4451 XXOO;4541 XXXX;;;
1221 X___;1334 OO__;4451 XXX_;1446 OO__;4551 XXXX;;
1221 X___;1334 OO__;4451 XXX_;1446 OOO_;4651 XXXX;;
1221 X___;1334 OO__;4451 XXX_;1446 XO__;5451 XXXX;;
1221 X___;1334 OO__;4451 XXX_;1446 XOO_;6451 XXXX;;
1221 X___;1334 OO__;4451 XXX_;1446 XOOO;4461 XXXX;;
1221 X___;1334 OO__;4451 XXX_;1446 XXO_;4441 XXXX;;
1221 X___;1334 OO__;4451 XXXX;;;;
1221 X___;1334 OOO_;1454 O___;3243 XXXX;;;
1221 X___;1334 OOO_;1454 OO__;3641 XXXX;;;
1221 X___;1334 OOO_;1454 OOO_;3541 XXXX;;;
1221 X___;1334 OOO_;1454 X___;3423 XXXX;;;
1221 X___;1334 OOO_;1454 XO__;3461 XXXX;;;
1221 X___;1334 OOO_;1454 XOO_;3441 XXXX;;;
1221 X___;1334 OOO_;1454 XXO_;3451 XXXX;;;
1221 X___;1334 X___;4254 ____;1666 XXXX;;;
1221 X___;1334 X___;4254 O___;1566 XO__;6326 XXXX;;
1221 X___;1334 X___;4254 O___;1566 XXOO;1665 XXXX;;
1221 X___;1334 X___;4254 O___;1566 XXX_;1565 XXXX;;
1221 X___;1334 X___;4254 O___;1566 XXXX;;;
1221 X___;1334 X___;4254 OO__;5326 XXOO;6325 XXXX;;
1221 X___;1334 X___;4254 OO__;5326 XXX_;5325 XXXX;;
1221 X___;1334 X___;4254 OO__;5326 XXXX;;;
1221 X___;1334 X___;4254 X___;6236 ____;1555 XXXX;;
1221 X___;1334 X___;4254 X___;6236 O___;1655 XXXX;;
1221 X___;1334 X___;4254 X___;6236 X___;1556 XXXX;;
1221 X___;1334 X___;4254 X___;6236 XO__;1656 XXXX;;
1221 X___;1334 X___;4254 X___;6236 XXXX;;;
1221 X___;1334 X___;4254 XO__;5236 OO__;6624 XXXX;;
1221 X___;1334 X___;4254 XO__;5236 XXOO;6235 XXXX;;
1221 X___;1334 X___;4254 XO__;5236 XXX_;5235 XXXX;;
1221 X___;1334 X___;4254 XO__;5236 XXXX;;;
1221 X___;1334 X___;4254 XOO_;5624 XXO_;6424 XXXX;;
1221 X___;1334 X___;4254 XOO_;5624 XXOO;6524 XXXX;;
1221 X___;1334 X___;4254 XOO_;5624 XXX_;5524 XXXX;;
1221 X___;1334 X___;4254 XOO_;5624 XXXX;;;
1221 X___;1334 X___;4254 XOOO;5424 XXXX;;;
1221 X___;1334 X___;4254 XX__;6264 XXXX;;;
1221 X___;1334 X___;4254 XXO_;4424 XO__;5264 XXXX;;
1221 X___;1334 X___;4254 XXO_;4424 XOO_;6244 XXXX;;
1221 X___;1334 X___;4254 XXO_;4424 XXX_;4624 XXXX;;
1221 X___;1334 X___;4254 XXO_;4424 XXXX;;;
1221 X___;1334 X___;4254 XXOO;4524 XOOO;5244 XXXX;;
1221 X___;1334 X___;4254 XXOO;4524 XXXX;;;
1221 X___;1334 X___;4254 XXX_;4264 XX__;5254 XXXX;;
1221 X___;1334 X___;4254 XXX_;4264 XXO_;6254 XXXX;;
1221 X___;1334 X___;4254 XXX_;4264 XXX_;4244 XXXX;;
1221 X___;1334 X___;4254 XXX_;4264 XXXX;;;
1221 X___;1334 X___;4254 XXXX;;;;
1221 X___;1334 XO__;3235 ____;1466 XXOO;1646 XXXX;;
1221 X___;1334 XO__;3235 ____;1466 XXX_;1446 XXXX;;
1221 X___;1334 XO__;3235 ____;1466 XXXX;;;
1221 X___;1334 XO__;3235 O___;1456 OO__;6361 XXXX;;
1221 X___;1334 XO__;3235 O___;1456 XO__;1663 XXXX;;
1221 X___;1334 XO__;3235 O___;1456 XXOO;1546 XXXX;;
1221 X___;1334 XO__;3235 O___;1456 XXXX;;;
1221 X___;1334 XO__;3235 OO__;1563 OO__;4326 XXXX;;
1221 X___;1334 XO__;3235 OO__;1563 OOO_;5351 XXXX;;
1221 X___;1334 XO__;3235 OO__;1563 OOOO;6351 XXXX;;
1221 X___;1334 XO__;3235 OO__;1563 XOOO;5361 XXXX;;
1221 X___;1334 XO__;3235 OO__;1563 XXOO;1653 XXXX;;
1221 X___;1334 XO__;3235 OO__;1563 XXX_;1553 XXXX;;
1221 X___;1334 XO__;3235 OO__;1563 XXXX;;;
1221 X___;1334 XO__;3235 OOO_;6323 XXXX;;;
1221 X___;1334 XO__;3235 OOOO;5323 XXXX;;;
1221 X___;1334 XO__;3235 X___;1456 OO__;6631 XXXX;;
1221 X___;1334 XO__;3235 X___;1456 XOO_;1545 XXXX;;
1221 X___;1334 XO__;3235 X___;1456 XOOO;1645 XXXX;;
1221 X___;1334 XO__;3235 X___;1456 XXO_;1445 XXXX;;
1221 X___;1334 XO__;3235 X___;1456 XXOO;1465 XXXX;;
1221 X___;1334 XO__;3235 X___;1456 XXX_;1455 XXXX;;
1221 X___;1334 XO__;3235 XO__;3624 O___;5531 XXXX;;
1221 X___;1334 XO__;3235 XO__;3624 OO__;6531 XXXX;;
1221 X___;1334 XO__;3235 XO__;3624 XO__;5631 XXXX;;
1221 X___;1334 XO__;3235 XO__;3624 XXX_;3424 XXXX;;
1221 X___;1334 XO__;3235 XO__;3624 XXXX;;;
1221 X___;1334 XO__;3235 XOO_;1313 O___;3524 XXXX;;
1221 X___;1334 XO__;3235 XOO_;1313 X___;4325 XXXX;;
1221 X___;1334 XO__;3235 XOO_;1313 XO__;3326 XXXX;;
1221 X___;1334 XO__;3235 XOO_;1313 XX__;3323 XXXX;;
1221 X___;1334 XO__;3235 XX__;3244 XOO_;4236 XXXX;;
1221 X___;1334 XO__;3235 XX__;3244 XXX_;3264 XXXX;;
