1221 ____;3345 ____;6666 XXXX;;;;
1221 ____;3345 OOO_;4653 XOO_;4534 XO__;6433 XXXX;;
1221 ____;3345 OOO_;4653 XOO_;4534 XX__;6533 XXXX;;
1221 ____;3345 OOO_;4653 XOO_;4534 XXXX;;;
1221 ____;3345 OOO_;4653 XOOO;4536 OOOO;5463 XXXX;;
1221 ____;3345 OOO_;4653 XOOO;4536 XOOO;5634 XXXX;;
1221 ____;3345 OOO_;4653 XOOO;4536 XXXX;;;
1221 ____;3345 OOO_;4653 XX__;4433 XXXX;;;
1221 ____;3345 OOO_;4653 XXO_;5453 XX__;5633 XXXX;;
1221 ____;3345 OOO_;4653 XXO_;5453 XXXX;;;
1221 ____;3345 OOO_;4653 XXOO;4563 XOOO;6453 XXXX;;
1221 ____;3345 OOO_;4653 XXOO;4563 XXXX;;;
1221 ____;3345 OOO_;4653 XXX_;4453 XX__;4633 XXXX;;
1221 ____;3345 OOO_;4653 XXX_;4453 XXX_;4553 XXXX;;
1221 ____;3345 OOO_;4653 XXX_;4453 XXXX;;;
1221 ____;3345 OOO_;4653 XXXX;;;;
1221 ____;3345 OOOO;4533 XXOO;5433 XXXX;;;
1221 ____;3345 OOOO;4533 XXXX;;;;
1221 ____;3345 X___;3656 ____;4444 XXXX;;;
1221 ____;3345 X___;3656 O___;6444 XXXX;;;
1221 ____;3345 X___;3656 OO__;5565 XXXX;;;
1221 ____;3345 X___;3656 OOO_;6565 XXXX;;;
1221 ____;3345 X___;3656 X___;4446 ____;5555 XXXX;;
1221 ____;3345 X___;3656 X___;4446 XXOO;4644 XXXX;;
1221 ____;3345 X___;3656 X___;4446 XXXX;;;
1221 ____;3345 X___;3656 XO__;6446 X___;6555 XXXX;;
1221 ____;3345 X___;3656 XO__;6446 XXOO;6644 XXXX;;
1221 ____;3345 X___;3656 XO__;6446 XXXX;;;
1221 ____;3345 X___;3656 XOO_;5665 XO__;6366 XXXX;;
1221 ____;3345 X___;3656 XOO_;5665 XXX_;6665 XXXX;;
1221 ____;3345 X___;3656 XOO_;5665 XXXX;;;
1221 ____;3345 X___;3656 XX__;4646 X___;5655 XXXX;;
1221 ____;3345 X___;3656 XX__;4646 XXX_;6646 XXXX;;
1221 ____;3345 X___;3656 XX__;4646 XXXX;;;
1221 ____;3345 X___;3656 XXO_;6655 XXXX;;;
1221 ____;3345 X___;3656 XXX_;3666 XXXX;;;
1221 ____;3345 XO__;3636 ____;4544 OO__;5455 XXXX;;
1221 ____;3345 XO__;3636 ____;4544 XOO_;4455 XXXX;;
1221 ____;3345 XO__;3636 ____;4544 XX__;4555 XXXX;;
1221 ____;3345 XO__;3636 ____;4544 XXOO;5444 XXXX;;
1221 ____;3345 XO__;3636 ____;4544 XXX_;5544 XXXX;;
1221 ____;3345 XO__;3636 ____;4544 XXXX;;;
1221 ____;3345 XO__;3636 O___;4565 X___;4443 XXXX;;
1221 ____;3345 XO__;3636 O___;4565 XOO_;6544 XXXX;;
1221 ____;3345 XO__;3636 O___;4565 XOOO;6455 XXXX;;
1221 ____;3345 XO__;3636 O___;4565 XXOO;5465 XXXX;;
1221 ____;3345 XO__;3636 O___;4565 XXX_;4465 XXXX;;
1221 ____;3345 XO__;3636 O___;4565 XXXX;;;
1221 ____;3345 XO__;3636 OO__;4364 OOOO;6443 XXXX;;
1221 ____;3345 XO__;3636 OO__;4364 XO__;6465 XXXX;;
1221 ____;3345 XO__;3636 OO__;4364 XXXX;;;
1221 ____;3345 XO__;3636 OOO_;6364 XXXX;;;
1221 ____;3345 XO__;3636 OOOO;6363 XXXX;;;
1221 ____;3345 XO__;3636 X___;4546 X___;5535 XXXX;;
1221 ____;3345 XO__;3636 X___;4546 XOO_;4655 XXXX;;
1221 ____;3345 XO__;3636 X___;4546 XOOO;5644 XXXX;;
1221 ____;3345 XO__;3636 X___;4546 XXOO;5446 XXXX;;
1221 ____;3345 XO__;3636 X___;4546 XXX_;5546 XXXX;;
1221 ____;3345 XO__;3636 X___;4546 XXXX;;;
1221 ____;3345 XO__;3636 XO__;1565 O___;4643 XXXX;;
1221 ____;3345 XO__;3636 XO__;1565 OOO_;5356 XXXX;;
1221 ____;3345 XO__;3636 XO__;1565 X___;3464 XXXX;;
1221 ____;3345 XO__;3636 XO__;1565 XO__;6546 XXXX;;
1221 ____;3345 XO__;3636 XO__;1565 XX__;4665 XXXX;;
1221 ____;3345 XO__;3636 XO__;1565 XXO_;6535 XXXX;;
1221 ____;3345 XO__;3636 XOO_;4366 OOOO;6643 XXXX;;
1221 ____;3345 XO__;3636 XOO_;4366 XO__;6333 XXXX;;
1221 ____;3345 XO__;3636 XOO_;4366 XXO_;6356 XXXX;;
1221 ____;3345 XO__;3636 XOO_;4366 XXX_;5366 XXXX;;
1221 ____;3345 XO__;3636 XOO_;4366 XXXX;;;
1221 ____;3345 XO__;3636 XX__;3556 OOOO;5635 XXXX;;
1221 ____;3345 XO__;3636 XX__;3556 XO__;5646 XXXX;;
1221 ____;3345 XO__;3636 XX__;3556 XXXX;;;
1221 ____;3345 XO__;3636 XXO_;3466 OOO_;6635 XXXX;;
1221 ____;3345 XO__;3636 XXO_;3466 XXOO;3664 XXXX;;
1221 ____;3345 XO__;3636 XXO_;3466 XXX_;3566 XXXX;;
1221 ____;3345 XO__;3636 XXO_;3466 XXXX;;;
1221 ____;3345 XO__;3636 XXOO;3663 OOOO;6336 XXXX;;
1221 ____;3345 XO__;3636 XXOO;3663 XXXX;;;
1221 ____;3345 XO__;3636 XXX_;3633 XX__;3656 XXXX;;
1221 ____;3345 XO__;3636 XXX_;3633 XXXX;;;
1221 ____;3345 XO__;3636 XXXX;;;;
1221 ____;3345 XOO_;3454 OO__;1436 OO__;5363 XXXX;;
1221 ____;3345 XOO_;3454 OO__;1436 OOO_;4363 XXXX;;
1221 ____;3345 XOO_;3454 OO__;1436 X___;5333 XXXX;;
1221 ____;3345 XOO_;3454 OO__;1436 XO__;4333 XXXX;;
1221 ____;3345 XOO_;3454 OO__;1436 XX__;5336 XXXX;;
1221 ____;3345 XOO_;3454 OO__;1436 XXO_;4336 XXXX;;
1221 ____;3345 XOO_;3454 OOO_;4535 OOO_;5643 XXXX;;
1221 ____;3345 XOO_;3454 OOO_;4535 XOO_;6543 XXXX;;
1221 ____;3345 XOO_;3454 OOO_;4535 XOOO;5543 XXXX;;
1221 ____;3345 XOO_;3454 OOO_;4535 XXX_;4635 XXXX;;
1221 ____;3345 XOO_;3454 OOO_;4535 XXXX;;;
1221 ____;3345 XOO_;3454 OOOO;4543 XXXX;;;
1221 ____;3345 XOO_;3454 XO__;3536 OOO_;5353 XXXX;;
1221 ____;3345 XOO_;3454 XO__;3536 OOOO;6353 XXXX;;
1221 ____;3345 XOO_;3454 XO__;3536 XOO_;6334 XXXX;;
1221 ____;3345 XOO_;3454 XO__;3536 XXOO;3563 XXXX;;
1221 ____;3345 XOO_;3454 XO__;3536 XXX_;3533 XXXX;;
1221 ____;3345 XOO_;3454 XO__;3536 XXXX;;;
1221 ____;3345 XOO_;3454 XOO_;4356 OOO_;5435 XXXX;;
1221 ____;3345 XOO_;3454 XOO_;4356 OOOO;6435 XXXX;;
1221 ____;3345 XOO_;3454 XOO_;4356 XOOO;5364 XXXX;;
1221 ____;3345 XOO_;3454 XOO_;4356 XX__;4334 XXXX;;
1221 ____;3345 XOO_;3454 XOO_;4356 XXXX;;;
1221 ____;3345 XOO_;3454 XOOO;4435 XOOO;5443 XXXX;;
1221 ____;3345 XOO_;3454 XOOO;4435 XXXX;;;
1221 ____;3345 XOO_;3454 XX__;3463 XOOO;3634 XXXX;;
1221 ____;3345 XOO_;3454 XX__;3463 XX__;3553 XXXX;;
1221 ____;3345 XOO_;3454 XX__;3463 XXO_;3653 XXXX;;
1221 ____;3345 XOO_;3454 XX__;3463 XXOO;3436 XXXX;;
1221 ____;3345 XOO_;3454 XX__;3463 XXX_;3433 XXXX;;
1221 ____;3345 XOO_;3454 XX__;3463 XXXX;;;
1221 ____;3345 XOO_;3454 XXO_;3564 XOO_;5354 XXXX;;
1221 ____;3345 XOO_;3454 XXO_;3564 XOOO;6354 XXXX;;
1221 ____;3345 XOO_;3454 XXO_;3564 XXXX;;;
1221 ____;3345 XOO_;3454 XXOO;4354 XXXX;;;
1221 ____;3345 XOO_;3454 XXX_;3456 XX__;3434 XXXX;;
1221 ____;3345 XOO_;3454 XXX_;3456 XXO_;3554 XXXX;;
1221 ____;3345 XOO_;3454 XXX_;3456 XXOO;3654 XXXX;;
1221 ____;3345 XOO_;3454 XXX_;3456 XXXX;;;
1221 ____;3345 XOO_;3454 XXXX;;;;
1221 ____;3345 XOOO;3453 OOOO;5334 XXXX;;;
1221 ____;3345 XOOO;3453 XOOO;3534 XXXX;;;
1221 ____;3345 XOOO;3453 XXOO;4353 XXXX;;;
1221 ____;3345 XOOO;3453 XXXX;;;;
1221 ____;3345 XX__;3636 ____;1444 X___;5545 XXXX;;
1221 ____;3345 XX__;3636 ____;1444 XO__;4545 XXXX;;
1221 ____;3345 XX__;3636 ____;1444 XX__;5445 XXXX;;
1221 ____;3345 XX__;3636 ____;1444 XXO_;4445 XXXX;;
1221 ____;3345 XX__;3636 O___;6445 X___;5355 XXXX;;
1221 ____;3345 XX__;3636 O___;6445 XO__;4344 XXXX;;
1221 ____;3345 XX__;3636 O___;6445 XXX_;6545 XXXX;;
1221 ____;3345 XX__;3636 O___;6445 XXXX;;;
1221 ____;3345 XX__;3636 OO__;5365 XO__;6344 XXXX;;
1221 ____;3345 XX__;3636 OO__;5365 XXOO;6355 XXXX;;
1221 ____;3345 XX__;3636 OO__;5365 XXXX;;;
1221 ____;3345 XX__;3636 OOO_;6365 XXXX;;;
1221 ____;3345 XX__;3636 X___;4645 X___;3555 XXXX;;
1221 ____;3345 XX__;3636 X___;4645 XO__;3444 XXXX;;
1221 ____;3345 XX__;3636 X___;4645 XXX_;5645 XXXX;;
1221 ____;3345 XX__;3636 X___;4645 XXXX;;;
1221 ____;3345 XX__;3636 XO__;3565 OO__;4346 XXXX;;
1221 ____;3345 XX__;3636 XO__;3565 XO__;6645 XXXX;;
1221 ____;3345 XX__;3636 XO__;3565 XXXX;;;
1221 ____;3345 XX__;3636 XOO_;3363 XO__;6346 XXXX;;
1221 ____;3345 XX__;3636 XOO_;3363 XXXX;;;
1221 ____;3345 XX__;3636 XX__;3446 X___;3333 XXXX;;
1221 ____;3345 XX__;3636 XX__;3446 XO__;3655 XXXX;;
1221 ____;3345 XX__;3636 XX__;3446 XXOO;3644 XXXX;;
1221 ____;3345 XX__;3636 XX__;3446 XXXX;;;
1221 ____;3345 XX__;3636 XXO_;3665 XXXX;;;
1221 ____;3345 XX__;3636 XXOO;3366 XXXX;;;
1221 ____;3345 XX__;3636 XXX_;3336 XX__;3646 XXXX;;
1221 ____;3345 XX__;3636 XXX_;3336 XXXX;;;
1221 ____;3345 XXO_;3635 OO__;4343 XXO_;5344 XXXX;;
1221 ____;3345 XXO_;3635 OO__;4343 XXXX;;;
1221 ____;3345 XXO_;3635 OOO_;5346 XXO_;6343 XXXX;;
1221 ____;3345 XXO_;3635 OOO_;5346 XXXX;;;
1221 ____;3345 XXO_;3635 XO__;3443 OO__;4355 XXXX;;
1221 ____;3345 XXO_;3635 XO__;3443 XXO_;3544 XXXX;;
1221 ____;3345 XXO_;3635 XO__;3443 XXXX;;;
1221 ____;3345 XXO_;3635 XOO_;3364 XOO_;3546 XXXX;;
1221 ____;3345 XXO_;3635 XOO_;3364 XX__;3353 XXXX;;
1221 ____;3345 XXO_;3635 XOO_;3364 XXO_;4365 XXXX;;
1221 ____;3345 XXO_;3635 XOO_;3364 XXXX;;;
1221 ____;3345 XXO_;3635 XOOO;3356 XXXX;;;
1221 ____;3345 XXO_;3635 XX__;3334 XO__;3455 XXXX;;
1221 ____;3345 XXO_;3635 XX__;3334 XXXX;;;
1221 ____;3345 XXO_;3635 XXO_;3465 XO__;5335 XXXX;;
1221 ____;3345 XXO_;3635 XXO_;3465 XOO_;3643 XXXX;;
1221 ____;3345 XXO_;3635 XXO_;3465 XXXX;;;
1221 ____;3345 XXO_;3635 XXOO;6335 XXXX;;;
1221 ____;3345 XXO_;3635 XXX_;3535 XXXX;;;
1221 ____;3345 XXO_;3635 XXXX;;;;
1221 ____;3345 XXOO;3435 OOOO;5343 XXXX;;;
1221 ____;3345 XXOO;3435 XOOO;3354 XOOO;3543 XXXX;;
1221 ____;3345 XXOO;3435 XOOO;3354 XXXX;;;
1221 ____;3345 XXOO;3435 XXOO;4335 XXXX;;;
1221 ____;3345 XXOO;3435 XXXX;;;;
1221 ____;3345 XXX_;3464 OO__;5345 XXXX;;;
1221 ____;3345 XXX_;3464 OOO_;4345 XXX_;6345 XXXX;;
1221 ____;3345 XXX_;3464 OOO_;4345 XXXX;;;
1221 ____;3345 XXX_;3464 X___;3335 XXX_;3355 XXXX;;
1221 ____;3345 XXX_;3464 X___;3335 XXXX;;;
1221 ____;3345 XXX_;3464 XO__;3343 XX__;3545 XXXX;;
1221 ____;3345 XXX_;3464 XO__;3343 XXXX;;;
1221 ____;3345 XXX_;3464 XOO_;3346 XXO_;3645 XXXX;;
1221 ____;3345 XXX_;3464 XOO_;3346 XXXX;;;
1221 ____;3345 XXX_;3464 XX__;3365 XXXX;;;
1221 ____;3345 XXX_;3464 XXO_;3344 XXO_;3445 XXXX;;
1221 ____;3345 XXX_;3464 XXO_;3344 XXXX;;;
1221 ____;3345 XXXX;;;;;
1221 O___;2334 ____;5155 O___;6616 XXXX;;;
1221 O___;2334 ____;5155 OO__;6516 XXXX;;;
1221 O___;2334 ____;5155 X___;6166 XXXX;;;
1221 O___;2334 ____;5155 XO__;5616 XXOO;6615 XXXX;;
1221 O___;2334 ____;5155 XO__;5616 XXXX;;;
1221 O___;2334 ____;5155 XOO_;5516 XXOO;6515 XXXX;;
1221 O___;2334 ____;5155 XOO_;5516 XXXX;;;
1221 O___;2334 ____;5155 XX__;1156 XOO_;6165 XXXX;;
1221 O___;2334 ____;5155 XX__;1156 XXO_;5166 XXXX;;
1221 O___;2334 ____;5155 XX__;1156 XXX_;6156 XXXX;;
1221 O___;2334 ____;5155 XXO_;5615 XXXX;;;
1221 O___;2334 ____;5155 XXOO;5515 XXXX;;;
1221 O___;2334 ____;5155 XXX_;1156 XOO_;5165 XXXX;;
1221 O___;2334 ____;5155 XXX_;1156 XXO_;6155 XXXX;;
1221 O___;2334 ____;5155 XXX_;1156 XXX_;5156 XXXX;;
1221 O___;2334 ____;5155 XXXX;;;;
1221 O___;2334 O___;4156 O___;6662 XXXX;;;
1221 O___;2334 O___;4156 OO__;5662 O___;3515 XXXX;;
1221 O___;2334 O___;4156 OO__;5662 X___;5513 XXXX;;
1221 O___;2334 O___;4156 OO__;5662 XO__;6613 XXXX;;
1221 O___;2334 O___;4156 OO__;5662 XXOO;6562 XXXX;;
1221 O___;2334 O___;4156 OO__;5662 XXX_;5562 XXXX;;
1221 O___;2334 O___;4156 OO__;5662 XXXX;;;
1221 O___;2334 O___;4156 OOO_;3615 XOOO;6513 XXXX;;
1221 O___;2334 O___;4156 OOO_;3615 XX__;5415 XXXX;;
1221 O___;2334 O___;4156 OOO_;3615 XXOO;5613 XXXX;;
1221 O___;2334 O___;4156 OOO_;3615 XXXX;;;
1221 O___;2334 O___;4156 OOOO;6415 XXXX;;;
1221 O___;2334 O___;4156 X___;5552 XXXX;;;
1221 O___;2334 O___;4156 XO__;3616 O___;6552 XXXX;;
1221 O___;2334 O___;4156 XO__;3616 OOOO;6163 XXXX;;
1221 O___;2334 O___;4156 XO__;3616 X___;5652 XXXX;;
1221 O___;2334 O___;4156 XO__;3616 XO__;6652 XXXX;;
1221 O___;2334 O___;4156 XO__;3616 XXXX;;;
1221 O___;2334 O___;4156 XOO_;1513 OO__;5145 XXXX;;
1221 O___;2334 O___;4156 XOO_;1513 OOO_;3165 XXXX;;
1221 O___;2334 O___;4156 XOO_;1513 X___;6416 XXXX;;
1221 O___;2334 O___;4156 XOO_;1513 XO__;4415 XXXX;;
1221 O___;2334 O___;4156 XOO_;1513 XOO_;5163 XXXX;;
1221 O___;2334 O___;4156 XOO_;1513 XX__;4515 XXXX;;
1221 O___;2334 O___;4156 XOO_;1513 XXO_;3516 XXXX;;
1221 O___;2334 O___;4156 XOOO;5416 OOOO;6145 XXXX;;
1221 O___;2334 O___;4156 XOOO;5416 XOOO;4615 XXXX;;
1221 O___;2334 O___;4156 XOOO;5416 XXXX;;;
1221 O___;2334 O___;4156 XX__;3155 XX__;3166 XXXX;;
1221 O___;2334 O___;4156 XX__;3155 XXOO;5153 XXXX;;
1221 O___;2334 O___;4156 XX__;3155 XXXX;;;
1221 O___;2334 O___;4156 XXO_;4616 OO__;6153 XXXX;;
1221 O___;2334 O___;4156 XXO_;4616 XO__;4145 XXXX;;
1221 O___;2334 O___;4156 XXO_;4616 XOOO;6146 XXXX;;
1221 O___;2334 O___;4156 XXO_;4616 XXX_;4416 XXXX;;
1221 O___;2334 O___;4156 XXO_;4616 XXXX;;;
1221 O___;2334 O___;4156 XXOO;1125 OO__;4516 XXXX;;
1221 O___;2334 O___;4156 XXOO;1125 XO__;5146 XXXX;;
1221 O___;2334 O___;4156 XXOO;1125 XX__;4165 XXXX;;
1221 O___;2334 O___;4156 XXX_;1146 XO__;4155 XXXX;;
1221 O___;2334 O___;4156 XXX_;1146 XX__;3156 XXXX;;
1221 O___;2334 O___;4156 XXX_;1146 XXO_;4166 XXXX;;
1221 O___;2334 O___;4156 XXX_;1146 XXX_;4146 XXXX;;
1221 O___;2334 O___;4156 XXXX;;;;
1221 O___;2334 OO__;4452 ____;3163 XXOO;3613 XXXX;;
1221 O___;2334 OO__;4452 ____;3163 XXXX;;;
1221 O___;2334 OO__;4452 O___;3146 XO__;3513 XXXX;;
1221 O___;2334 OO__;4452 O___;3146 XXOO;6143 XXXX;;
1221 O___;2334 OO__;4452 O___;3146 XXXX;;;
1221 O___;2334 OO__;4452 OO__;3145 XXOO;5143 XXXX;;
1221 O___;2334 OO__;4452 OO__;3145 XXXX;;;
1221 O___;2334 OO__;4452 X___;4163 OOOO;3416 XXXX;;
1221 O___;2334 OO__;4452 X___;4163 XO__;3662 XXXX;;
1221 O___;2334 OO__;4452 X___;4163 XOOO;6413 XXXX;;
1221 O___;2334 OO__;4452 X___;4163 XX__;3153 XXXX;;
1221 O___;2334 OO__;4452 X___;4163 XXOO;4613 XXXX;;
1221 O___;2334 OO__;4452 X___;4163 XXXX;;;
1221 O___;2334 OO__;4452 XO__;3415 O___;6642 XXXX;;
1221 O___;2334 OO__;4452 XO__;3415 OOO_;4143 XXXX;;
1221 O___;2334 OO__;4452 XO__;3415 XO__;3562 XXXX;;
1221 O___;2334 OO__;4452 XO__;3415 XOOO;4513 XXXX;;
1221 O___;2334 OO__;4452 XO__;3415 XXOO;5413 XXXX;;
1221 O___;2334 OO__;4452 XO__;3415 XXXX;;;
1221 O___;2334 OO__;4452 XOO_;5642 XXOO;6542 XXXX;;
1221 O___;2334 OO__;4452 XOO_;5642 XXX_;5542 XXXX;;
1221 O___;2334 OO__;4452 XOO_;5642 XXXX;;;
1221 O___;2334 OO__;4452 XX__;1463 O___;3552 XXXX;;
1221 O___;2334 OO__;4452 XX__;1463 OO__;3652 XXXX;;
1221 O___;2334 OO__;4452 XX__;1463 XO__;4662 XXXX;;
1221 O___;2334 OO__;4452 XX__;1463 XOO_;4153 XXXX;;
1221 O___;2334 OO__;4452 XX__;1463 XX__;6462 XXXX;;
1221 O___;2334 OO__;4452 XX__;1463 XXO_;4413 XXXX;;
1221 O___;2334 OO__;4452 XXO_;4562 XOO_;6442 XXXX;;
1221 O___;2334 OO__;4452 XXO_;4562 XXO_;4642 XXXX;;
1221 O___;2334 OO__;4452 XXO_;4562 XXOO;5462 XXXX;;
1221 O___;2334 OO__;4452 XXO_;4562 XXXX;;;
1221 O___;2334 OO__;4452 XXOO;4542 XXOO;5442 XXXX;;
1221 O___;2334 OO__;4452 XXOO;4542 XXXX;;;
1221 O___;2334 OO__;4452 XXX_;1446 O___;4552 XXXX;;
1221 O___;2334 OO__;4452 XXX_;1446 OO__;4652 XXXX;;
1221 O___;2334 OO__;4452 XXX_;1446 X___;5452 XXXX;;
1221 O___;2334 OO__;4452 XXX_;1446 XO__;6452 XXXX;;
1221 O___;2334 OO__;4452 XXX_;1446 XOO_;4462 XXXX;;
1221 O___;2334 OO__;4452 XXX_;1446 XX__;4442 XXXX;;
1221 O___;2334 OO__;4452 XXXX;;;;
1221 O___;2334 OOO_;2454 O___;3143 XXXX;;;
1221 O___;2334 OOO_;2454 OO__;3642 XXXX;;;
1221 O___;2334 OOO_;2454 OOO_;3542 XXXX;;;
1221 O___;2334 OOO_;2454 X___;3413 XXXX;;;
1221 O___;2334 OOO_;2454 XO__;3462 XXXX;;;
1221 O___;2334 OOO_;2454 XOO_;3442 XXXX;;;
1221 O___;2334 OOO_;2454 XXO_;3452 XXXX;;;
1221 O___;2334 X___;4154 ____;2666 XXXX;;;
1221 O___;2334 X___;4154 O___;2566 XO__;6316 XXXX;;
1221 O___;2334 X___;4154 O___;2566 XXOO;2665 XXXX;;
1221 O___;2334 X___;4154 O___;2566 XXX_;2565 XXXX;;
1221 O___;2334 X___;4154 O___;2566 XXXX;;;
1221 O___;2334 X___;4154 OO__;5316 XXOO;6315 XXXX;;
1221 O___;2334 X___;4154 OO__;5316 XXX_;5315 XXXX;;
1221 O___;2334 X___;4154 OO__;5316 XXXX;;;
1221 O___;2334 X___;4154 X___;6136 ____;2555 XXXX;;
1221 O___;2334 X___;4154 X___;6136 O___;2655 XXXX;;
1221 O___;2334 X___;4154 X___;6136 X___;2556 XXXX;;
1221 O___;2334 X___;4154 X___;6136 XO__;2656 XXXX;;
1221 O___;2334 X___;4154 X___;6136 XXXX;;;
1221 O___;2334 X___;4154 XO__;5136 OO__;6614 XXXX;;
1221 O___;2334 X___;4154 XO__;5136 XXOO;6135 XXXX;;
1221 O___;2334 X___;4154 XO__;5136 XXX_;5135 XXXX;;
1221 O___;2334 X___;4154 XO__;5136 XXXX;;;
1221 O___;2334 X___;4154 XOO_;5614 XXO_;6414 XXXX;;
1221 O___;2334 X___;4154 XOO_;5614 XXOO;6514 XXXX;;
1221 O___;2334 X___;4154 XOO_;5614 XXX_;5514 XXXX;;
1221 O___;2334 X___;4154 XOO_;5614 XXXX;;;
1221 O___;2334 X___;4154 XOOO;5414 XXXX;;;
1221 O___;2334 X___;4154 XX__;6164 XXXX;;;
1221 O___;2334 X___;4154 XXO_;4414 XO__;5164 XXXX;;
1221 O___;2334 X___;4154 XXO_;4414 XOO_;6144 XXXX;;
1221 O___;2334 X___;4154 XXO_;4414 XXX_;4614 XXXX;;
1221 O___;2334 X___;4154 XXO_;4414 XXXX;;;
1221 O___;2334 X___;4154 XXOO;4514 XOOO;5144 XXXX;;
1221 O___;2334 X___;4154 XXOO;4514 XXXX;;;
1221 O___;2334 X___;4154 XXX_;4164 XX__;5154 XXXX;;
1221 O___;2334 X___;4154 XXX_;4164 XXO_;6154 XXXX;;
1221 O___;2334 X___;4154 XXX_;4164 XXX_;4144 XXXX;;
