2113 ____;4445 ____;6666 XXXX;;;;
2113 ____;4445 O___;5666 XOO_;6556 XXXX;;;
2113 ____;4445 O___;5666 XX__;5556 XXXX;;;
2113 ____;4445 O___;5666 XXO_;6664 XXXX;;;
2113 ____;4445 O___;5666 XXOO;6566 XXOO;6656 XXXX;;
2113 ____;4445 O___;5666 XXOO;6566 XXXX;;;
2113 ____;4445 O___;5666 XXX_;5566 XXOO;5656 XXXX;;
2113 ____;4445 O___;5666 XXX_;5566 XXXX;;;
2113 ____;4445 O___;5666 XXXX;;;;
2113 ____;4445 OO__;1566 OO__;5654 XXXX;;;
2113 ____;4445 OO__;1566 OOO_;6654 XXXX;;;
2113 ____;4445 OO__;1566 X___;5554 XXXX;;;
2113 ____;4445 OO__;1566 XO__;6554 XXXX;;;
2113 ____;4445 OO__;1566 XOO_;5664 XXXX;;;
2113 ____;4445 OO__;1566 XX__;5564 XXXX;;;
2113 ____;4445 OO__;1566 XXO_;6564 XXXX;;;
2113 ____;4445 X___;4666 ____;5555 XXXX;;;
2113 ____;4445 X___;4666 O___;6555 XXXX;;;
2113 ____;4445 X___;4666 X___;5565 XXOO;5655 XXXX;;
2113 ____;4445 X___;4666 X___;5565 XXXX;;;
2113 ____;4445 X___;4666 XO__;6565 XXOO;6655 XXXX;;
2113 ____;4445 X___;4666 XO__;6565 XXXX;;;
2113 ____;4445 X___;4666 XX__;5665 XXXX;;;
2113 ____;4445 X___;4666 XXO_;6665 XXXX;;;
2113 ____;4445 X___;4666 XXOO;6466 XXOO;6646 XXXX;;
2113 ____;4445 X___;4666 XXOO;6466 XXXX;;;
2113 ____;4445 X___;4666 XXXX;;;;
2113 ____;4445 XO__;4556 OO__;6464 XXOO;6644 XXXX;;
2113 ____;4445 XO__;4556 OO__;6464 XXXX;;;
2113 ____;4445 XO__;4556 XO__;4664 XXXX;;;
2113 ____;4445 XO__;4556 XOO_;5466 XXOO;5646 XXXX;;
2113 ____;4445 XO__;4556 XOO_;5466 XXXX;;;
2113 ____;4445 XO__;4556 XXO_;6456 XXOO;6546 XXXX;;
2113 ____;4445 XO__;4556 XXO_;6456 XXXX;;;
2113 ____;4445 XO__;4556 XXOO;5456 XXOO;5546 XXXX;;
2113 ____;4445 XO__;4556 XXOO;5456 XXXX;;;
2113 ____;4445 XO__;4556 XXX_;4566 XXOO;4656 XXXX;;
2113 ____;4445 XO__;4556 XXX_;4566 XXXX;;;
2113 ____;4445 XO__;4556 XXXX;;;;
2113 ____;4445 XOO_;4554 XOO_;5464 XXOO;5644 XXXX;;
2113 ____;4445 XOO_;4554 XOO_;5464 XXXX;;;
2113 ____;4445 XOO_;4554 XXO_;6454 XXOO;6544 XXXX;;
2113 ____;4445 XOO_;4554 XXO_;6454 XXXX;;;
2113 ____;4445 XOO_;4554 XXOO;5454 XXOO;5544 XXXX;;
2113 ____;4445 XOO_;4554 XXOO;5454 XXXX;;;
2113 ____;4445 XOO_;4554 XXX_;4564 XXOO;4654 XXXX;;
2113 ____;4445 XOO_;4554 XXX_;4564 XXXX;;;
2113 ____;4445 XOO_;4554 XXXX;;;;
2113 ____;4445 XX__;4466 O___;5545 XXXX;;;
2113 ____;4445 XX__;4466 OO__;5645 XXOO;6545 XXXX;;
2113 ____;4445 XX__;4466 OO__;5645 XXXX;;;
2113 ____;4445 XX__;4466 OOO_;6645 XXXX;;;
2113 ____;4445 XX__;4466 X___;4555 XXOO;5455 XXXX;;
2113 ____;4445 XX__;4466 X___;4555 XXXX;;;
2113 ____;4445 XX__;4466 XO__;4655 XXOO;6455 XXXX;;
2113 ____;4445 XX__;4466 XO__;4655 XXXX;;;
2113 ____;4445 XX__;4466 XX__;4565 XXOO;5465 XXXX;;
2113 ____;4445 XX__;4466 XX__;4565 XXXX;;;
2113 ____;4445 XX__;4466 XXO_;4665 XXOO;6465 XXXX;;
2113 ____;4445 XX__;4466 XXO_;4665 XXXX;;;
2113 ____;4445 XX__;4466 XXOO;4646 XXOO;6446 XXXX;;
2113 ____;4445 XX__;4466 XXOO;4646 XXXX;;;
2113 ____;4445 XX__;4466 XXXX;;;;
2113 ____;4445 XXO_;4561 OO__;6444 XXXX;;;
2113 ____;4445 XXO_;4561 OOO_;5446 XXXX;;;
2113 ____;4445 XXO_;4561 XO__;4644 XXXX;;;
2113 ____;4445 XXO_;4561 XOO_;4456 XXXX;;;
2113 ____;4445 XXO_;4561 XX__;4464 XXXX;;;
2113 ____;4445 XXO_;4561 XXO_;4546 XXXX;;;
2113 ____;4445 XXOO;1451 OO__;4544 XXXX;;;
2113 ____;4445 XXOO;1451 XO__;5444 XXXX;;;
2113 ____;4445 XXOO;1451 XX__;4454 XXXX;;;
2113 ____;4445 XXX_;4455 XX__;4444 XXX_;4446 XXXX;;
2113 ____;4445 XXX_;4455 XX__;4444 XXXX;;;
2113 ____;4445 XXX_;4455 XXO_;4645 XXOO;6445 XXXX;;
2113 ____;4445 XXX_;4455 XXO_;4645 XXXX;;;
2113 ____;4445 XXX_;4455 XXOO;4545 XXOO;5445 XXXX;;
2113 ____;4445 XXX_;4455 XXOO;4545 XXXX;;;
2113 ____;4445 XXX_;4455 XXX_;4465 XXXX;;;
2113 ____;4445 XXX_;4455 XXXX;;;;
2113 ____;4445 XXXX;;;;;
2113 O___;4245 ____;1666 X___;3336 XXXX;;;
2113 O___;4245 ____;1666 XO__;6336 XXXX;;;
2113 O___;4245 ____;1666 XX__;3366 XXOO;3636 XXXX;;
2113 O___;4245 ____;1666 XX__;3366 XXXX;;;
2113 O___;4245 ____;1666 XXO_;6366 XXOO;6636 XXXX;;
2113 O___;4245 ____;1666 XXO_;6366 XXXX;;;
2113 O___;4245 ____;1666 XXOO;6661 XXXX;;;
2113 O___;4245 ____;1666 XXX_;3666 XXXX;;;
2113 O___;4245 ____;1666 XXXX;;;;
2113 O___;4245 O___;5651 ____;3334 XXXX;;;
2113 O___;4245 O___;5651 O___;3364 OOO_;6436 XXXX;;
2113 O___;4245 O___;5651 O___;3364 XOOO;3436 XXXX;;
2113 O___;4245 O___;5651 O___;3364 XXO_;3466 XXXX;;
2113 O___;4245 O___;5651 O___;3364 XXOO;6334 XXXX;;
2113 O___;4245 O___;5651 O___;3364 XXX_;6364 XXXX;;
2113 O___;4245 O___;5651 O___;3364 XXXX;;;
2113 O___;4245 O___;5651 OO__;1466 X___;3536 XXXX;;
2113 O___;4245 O___;5651 OO__;1466 XO__;6536 XXXX;;
2113 O___;4245 O___;5651 OO__;1466 XX__;3566 XXXX;;
2113 O___;4245 O___;5651 OO__;1466 XXXX;;;
2113 O___;4245 O___;5651 OOO_;1566 XXXX;;;
2113 O___;4245 O___;5651 X___;6626 X___;3634 XXXX;;
2113 O___;4245 O___;5651 X___;6626 XO__;3664 XXXX;;
2113 O___;4245 O___;5651 X___;6626 XX__;6634 XXXX;;
2113 O___;4245 O___;5651 X___;6626 XXOO;6662 XXXX;;
2113 O___;4245 O___;5651 X___;6626 XXX_;6622 XXXX;;
2113 O___;4245 O___;5651 X___;6626 XXXX;;;
2113 O___;4245 O___;5651 XO__;6356 OO__;1664 XXXX;;
2113 O___;4245 O___;5651 XO__;6356 XO__;6461 XXXX;;
2113 O___;4245 O___;5651 XO__;6356 XXO_;5336 XXXX;;
2113 O___;4245 O___;5651 XO__;6356 XXOO;5366 XXXX;;
2113 O___;4245 O___;5651 XO__;6356 XXX_;3356 XXXX;;
2113 O___;4245 O___;5651 XO__;6356 XXXX;;;
2113 O___;4245 O___;5651 XOO_;3556 XO__;6561 XXXX;;
2113 O___;4245 O___;5651 XOO_;3556 XXOO;5536 XXXX;;
2113 O___;4245 O___;5651 XOO_;3556 XXXX;;;
2113 O___;4245 O___;5651 XOOO;1556 XXXX;;;
2113 O___;4245 O___;5651 XX__;3656 XXOO;5636 XXXX;;
2113 O___;4245 O___;5651 XX__;3656 XXXX;;;
2113 O___;4245 O___;5651 XXO_;1656 XX__;5356 XXXX;;
2113 O___;4245 O___;5651 XXO_;1656 XXXX;;;
2113 O___;4245 O___;5651 XXOO;5561 XXOO;6551 XXXX;;
2113 O___;4245 O___;5651 XXOO;5561 XXXX;;;
2113 O___;4245 O___;5651 XXX_;5661 XX__;5551 XXXX;;
2113 O___;4245 O___;5651 XXX_;5661 XXOO;6651 XXXX;;
2113 O___;4245 O___;5651 XXX_;5661 XXXX;;;
2113 O___;4245 O___;5651 XXXX;;;;
2113 O___;4245 OO__;5662 ____;3434 XXXX;;;
2113 O___;4245 OO__;5662 O___;3354 XO__;6434 XXXX;;
2113 O___;4245 OO__;5662 O___;3354 XX__;1554 XXXX;;
2113 O___;4245 OO__;5662 O___;3354 XXOO;3534 XXXX;;
2113 O___;4245 OO__;5662 O___;3354 XXX_;3554 XXXX;;
2113 O___;4245 OO__;5662 O___;3354 XXXX;;;
2113 O___;4245 OO__;5662 OO__;1456 OOO_;6534 XXXX;;
2113 O___;4245 OO__;5662 OO__;1456 XOO_;6354 XXXX;;
2113 O___;4245 OO__;5662 OO__;1456 XXOO;6451 XXXX;;
2113 O___;4245 OO__;5662 OO__;1456 XXX_;3456 XXXX;;
2113 O___;4245 OO__;5662 OO__;1456 XXXX;;;
2113 O___;4245 OO__;5662 OOO_;6426 XXXX;;;
2113 O___;4245 OO__;5662 OOOO;6526 XXXX;;;
2113 O___;4245 OO__;5662 X___;5354 X___;1464 XXXX;;
2113 O___;4245 OO__;5662 X___;5354 XO__;3464 XXXX;;
2113 O___;4245 OO__;5662 X___;5354 XXO_;5451 XXXX;;
2113 O___;4245 OO__;5662 X___;5354 XXOO;5534 XXXX;;
2113 O___;4245 OO__;5662 X___;5354 XXX_;5334 XXXX;;
2113 O___;4245 OO__;5662 X___;5354 XXXX;;;
2113 O___;4245 OO__;5662 XO__;1564 OO__;6422 XXXX;;
2113 O___;4245 OO__;5662 XO__;1564 OOO_;5436 XXXX;;
2113 O___;4245 OO__;5662 XO__;1564 XOO_;3654 XXXX;;
2113 O___;4245 OO__;5662 XO__;1564 XXOO;1654 XXXX;;
2113 O___;4245 OO__;5662 XO__;1564 XXX_;3564 XXXX;;
2113 O___;4245 OO__;5662 XO__;1564 XXXX;;;
2113 O___;4245 OO__;5662 XOO_;5526 XO__;6624 XXXX;;
2113 O___;4245 OO__;5662 XOO_;5526 XOOO;6552 XXXX;;
2113 O___;4245 OO__;5662 XOO_;5526 XXO_;6522 XXXX;;
2113 O___;4245 OO__;5662 XOO_;5526 XXXX;;;
2113 O___;4245 OO__;5662 XX__;1324 O___;5552 XXXX;;
2113 O___;4245 OO__;5662 XX__;1324 OO__;5461 XXXX;;
