1234 ____;1555 ____;6666 XXXX;;;;
1234 O___;1556 OOO_;5161 XXO_;5115 XX__;6165 XXXX;;
1234 O___;1556 OOO_;5161 XXO_;5115 XXXX;;;
1234 O___;1556 OOO_;5161 XXOO;5611 XXXX;;;
1234 O___;1556 OOO_;5161 XXX_;5661 XXXX;;;
1234 O___;1556 OOO_;5161 XXXX;;;;
1234 O___;1556 OOOO;5165 XXOO;5615 XXXX;;;
1234 O___;1556 OOOO;5165 XXXX;;;;
1234 O___;1556 X___;6344 ____;2522 XXXX;;;
1234 O___;1556 X___;6344 O___;2626 XXX_;2666 XXXX;;
1234 O___;1556 X___;6344 O___;2626 XXXX;;;
1234 O___;1556 X___;6344 OO__;3666 XXX_;4666 XXXX;;
1234 O___;1556 X___;6344 OO__;3666 XXXX;;;
1234 O___;1556 X___;6344 OOO_;4466 XXXX;;;
1234 O___;1556 X___;6344 X___;3353 ____;6626 XXXX;;
1234 O___;1556 X___;6344 X___;3353 XXXX;;;
1234 O___;1556 X___;6344 XO__;3366 XX__;6466 XXXX;;
1234 O___;1556 X___;6344 XO__;3366 XXXX;;;
1234 O___;1556 X___;6344 XOO_;4446 XXX_;4646 XXXX;;
1234 O___;1556 X___;6344 XOO_;4446 XXXX;;;
1234 O___;1556 X___;6344 XX__;6366 XXO_;6646 XXXX;;
1234 O___;1556 X___;6344 XX__;6366 XXXX;;;
1234 O___;1556 X___;6344 XXO_;6446 XXXX;;;
1234 O___;1556 XO__;5366 O___;2525 XO__;4455 XXXX;;
1234 O___;1556 XO__;5366 O___;2525 XX__;4545 XXXX;;
1234 O___;1556 XO__;5366 O___;2525 XXXX;;;
1234 O___;1556 XO__;5366 OO__;2652 XOOO;6522 XXXX;;
1234 O___;1556 XO__;5366 OO__;2652 XXXX;;;
1234 O___;1556 XO__;5366 OOO_;3653 XX__;6652 XXXX;;
1234 O___;1556 XO__;5366 OOO_;3653 XXXX;;;
1234 O___;1556 XO__;5366 OOOO;6653 XXXX;;;
1234 O___;1556 XO__;5366 X___;5455 XO__;5522 XXXX;;
1234 O___;1556 XO__;5366 X___;5455 XXO_;5525 XXXX;;
1234 O___;1556 XO__;5366 X___;5455 XXOO;5545 XXXX;;
1234 O___;1556 XO__;5366 X___;5455 XXXX;;;
1234 O___;1556 XO__;5366 XO__;6116 ____;3355 XXXX;;
1234 O___;1556 XO__;5366 XO__;6116 O___;2562 XXXX;;
1234 O___;1556 XO__;5366 XO__;6116 XXX_;6616 XXXX;;
1234 O___;1556 XO__;5366 XO__;6116 XXXX;;;
1234 O___;1556 XO__;5366 XOO_;3563 XOOO;6353 XXXX;;
1234 O___;1556 XO__;5366 XOO_;3563 XX__;6562 XXXX;;
1234 O___;1556 XO__;5366 XOO_;3563 XXXX;;;
1234 O___;1556 XO__;5366 XOOO;6563 XXXX;;;
1234 O___;1556 XO__;5366 XX__;5353 ____;6166 XXXX;;
1234 O___;1556 XO__;5366 XX__;5353 X___;5446 XXXX;;
1234 O___;1556 XO__;5366 XX__;5353 XXX_;5355 XXXX;;
1234 O___;1556 XO__;5366 XX__;5353 XXXX;;;
1234 O___;1556 XO__;5366 XXO_;5626 XXX_;5646 XXXX;;
1234 O___;1556 XO__;5366 XXO_;5626 XXXX;;;
1234 O___;1556 XO__;5366 XXX_;5466 XXXX;;;
1234 O___;1556 XO__;5366 XXXX;;;;
1234 O___;1556 XOO_;6355 OO__;5166 XO__;5511 XXXX;;
1234 O___;1556 XOO_;6355 OO__;5166 XXOO;5616 XXXX;;
1234 O___;1556 XOO_;6355 OO__;5166 XXX_;5116 XXXX;;
1234 O___;1556 XOO_;6355 OO__;5166 XXXX;;;
1234 O___;1556 XOO_;6355 OOO_;5562 XXXX;;;
1234 O___;1556 XOO_;6355 OOOO;5563 XXXX;;;
1234 O___;1556 XOO_;6355 XO__;5515 XO__;6561 XXXX;;
1234 O___;1556 XOO_;6355 XO__;5515 XOO_;5151 XXXX;;
1234 O___;1556 XOO_;6355 XO__;5515 XX__;6511 XXXX;;
1234 O___;1556 XOO_;6355 XO__;5515 XXXX;;;
1234 O___;1556 XOO_;6355 XOO_;2565 OOOO;5652 XXXX;;
1234 O___;1556 XOO_;6355 XOO_;2565 XXX_;4565 XXXX;;
1234 O___;1556 XOO_;6355 XOO_;2565 XXXX;;;
1234 O___;1556 XOO_;6355 XOOO;3565 OOOO;5653 XXXX;;
1234 O___;1556 XOO_;6355 XOOO;3565 XXXX;;;
1234 O___;1556 XOO_;6355 XX__;5155 XO__;6651 XXXX;;
1234 O___;1556 XOO_;6355 XX__;5155 XX__;6151 XXXX;;
1234 O___;1556 XOO_;6355 XX__;5155 XXXX;;;
1234 O___;1556 XOO_;6355 XXO_;2655 XOO_;6545 XXXX;;
1234 O___;1556 XOO_;6355 XXO_;2655 XOOO;6525 XXXX;;
1234 O___;1556 XOO_;6355 XXO_;2655 XXX_;4655 XXXX;;
1234 O___;1556 XOO_;6355 XXO_;2655 XXXX;;;
1234 O___;1556 XOO_;6355 XXOO;3655 XXXX;;;
1234 O___;1556 XOO_;6355 XXX_;6455 XXXX;;;
1234 O___;1556 XOO_;6355 XXXX;;;;
1234 O___;1556 XOOO;5561 OOOO;6155 XXXX;;;
1234 O___;1556 XOOO;5561 XOOO;6515 XXXX;;;
1234 O___;1556 XOOO;5561 XXOO;5651 XXXX;;;
1234 O___;1556 XOOO;5561 XXXX;;;;
1234 O___;1556 XX__;2466 ____;3555 XXOO;5553 XXXX;;
1234 O___;1556 XX__;2466 ____;3555 XXX_;3553 XXXX;;
1234 O___;1556 XX__;2466 ____;3555 XXXX;;;
1234 O___;1556 XX__;2466 O___;4555 XXO_;5552 XXXX;;
1234 O___;1556 XX__;2466 O___;4555 XXXX;;;
1234 O___;1556 XX__;2466 X___;2552 X___;3356 XXXX;;
1234 O___;1556 XX__;2466 X___;2552 XXX_;2555 XXXX;;
1234 O___;1556 XX__;2466 X___;2552 XXXX;;;
1234 O___;1556 XX__;2466 XO__;3656 XO__;4546 XXXX;;
1234 O___;1556 XX__;2466 XO__;3656 XXOO;6356 XXXX;;
1234 O___;1556 XX__;2466 XO__;3656 XXXX;;;
1234 O___;1556 XX__;2466 XOO_;4656 XOO_;6526 XXXX;;
1234 O___;1556 XX__;2466 XOO_;4656 XOOO;6546 XXXX;;
1234 O___;1556 XX__;2466 XOO_;4656 XXXX;;;
1234 O___;1556 XX__;2466 XX__;2526 XO__;4456 XXXX;;
1234 O___;1556 XX__;2466 XX__;2526 XX__;3566 XXXX;;
1234 O___;1556 XX__;2466 XX__;2526 XXXX;;;
1234 O___;1556 XX__;2466 XXO_;2656 XOO_;4566 XXXX;;
1234 O___;1556 XX__;2466 XXO_;2656 XXO_;6456 XXXX;;
1234 O___;1556 XX__;2466 XXO_;2656 XXXX;;;
1234 O___;1556 XX__;2466 XXX_;2566 XXXX;;;
1234 O___;1556 XXO_;5356 XO__;6516 XXXX;;;
1234 O___;1556 XXO_;5356 XOO_;6552 XXXX;;;
1234 O___;1556 XXO_;5356 XOOO;6553 XXXX;;;
1234 O___;1556 XXO_;5356 XX__;5551 XO__;6156 XXXX;;
1234 O___;1556 XXO_;5356 XX__;5551 XXXX;;;
1234 O___;1556 XXO_;5356 XXO_;5526 XXX_;5546 XXXX;;
1234 O___;1556 XXO_;5356 XXO_;5526 XXXX;;;
1234 O___;1556 XXO_;5356 XXX_;5456 XXXX;;;
1234 O___;1556 XXO_;5356 XXXX;;;;
1234 O___;1556 XXOO;5156 XOOO;6551 XXXX;;;
1234 O___;1556 XXOO;5156 XXOO;5516 XXXX;;;
1234 O___;1556 XXOO;5156 XXXX;;;;
1234 O___;1556 XXX_;2113 ____;4556 XXXX;;;
1234 O___;1556 XXX_;2113 O___;3556 XXXX;;;
1234 O___;1556 XXX_;2113 X___;2556 XXXX;;;
1234 OO__;2545 ____;3166 OOO_;6311 XXX_;6313 XXXX;;
1234 OO__;2545 ____;3166 OOO_;6311 XXXX;;;
1234 OO__;2545 ____;3166 OOOO;6613 XXXX;;;
1234 OO__;2545 ____;3166 XO__;3311 XXX_;3313 XXXX;;
1234 OO__;2545 ____;3166 XO__;3311 XXXX;;;
1234 OO__;2545 ____;3166 XOO_;3611 XOOO;6113 XXXX;;
1234 OO__;2545 ____;3166 XOO_;3611 XXX_;3613 XXXX;;
1234 OO__;2545 ____;3166 XOO_;3611 XXXX;;;
1234 OO__;2545 ____;3166 XOOO;6316 XXOO;6361 XXXX;;
1234 OO__;2545 ____;3166 XOOO;6316 XXXX;;;
1234 OO__;2545 ____;3166 XX__;3111 XXX_;3113 XXXX;;
1234 OO__;2545 ____;3166 XX__;3111 XXXX;;;
1234 OO__;2545 ____;3166 XXO_;3316 XXOO;3361 XXXX;;
1234 OO__;2545 ____;3166 XXO_;3316 XXXX;;;
1234 OO__;2545 ____;3166 XXOO;3616 OOOO;6163 XXXX;;
1234 OO__;2545 ____;3166 XXOO;3616 XXOO;3661 XXXX;;
1234 OO__;2545 ____;3166 XXOO;3616 XXXX;;;
1234 OO__;2545 ____;3166 XXX_;3116 XXO_;3163 XXXX;;
1234 OO__;2545 ____;3166 XXX_;3116 XXOO;3161 XXXX;;
1234 OO__;2545 ____;3166 XXX_;3116 XXXX;;;
1234 OO__;2545 ____;3166 XXXX;;;;
1234 OO__;2545 O___;4662 ____;3153 OOO_;5311 XXXX;;
1234 OO__;2545 O___;4662 ____;3153 XOOO;5313 XXXX;;
1234 OO__;2545 O___;4662 ____;3153 XXO_;5113 XXXX;;
1234 OO__;2545 O___;4662 ____;3153 XXOO;3351 XXXX;;
1234 OO__;2545 O___;4662 ____;3153 XXX_;3151 XXXX;;
1234 OO__;2545 O___;4662 ____;3153 XXXX;;;
1234 OO__;2545 O___;4662 O___;1153 OOO_;5316 XXXX;;
1234 OO__;2545 O___;4662 O___;1153 X___;3323 XXXX;;
1234 OO__;2545 O___;4662 O___;1153 XOO_;6351 XXXX;;
1234 OO__;2545 O___;4662 O___;1153 XXO_;3156 XXXX;;
1234 OO__;2545 O___;4662 O___;1153 XXX_;6153 XXXX;;
1234 OO__;2545 O___;4662 OO__;3326 O___;6411 XXXX;;
1234 OO__;2545 O___;4662 OO__;3326 XO__;6121 XXXX;;
1234 OO__;2545 O___;4662 OO__;3326 XXOO;6323 XXXX;;
1234 OO__;2545 O___;4662 OO__;3326 XXXX;;;
1234 OO__;2545 O___;4662 OOO_;6126 XXO_;6416 XXXX;;
1234 OO__;2545 O___;4662 OOO_;6126 XXX_;6326 XXXX;;
1234 OO__;2545 O___;4662 OOO_;6126 XXXX;;;
1234 OO__;2545 O___;4662 X___;5123 O___;4411 XXXX;;
1234 OO__;2545 O___;4662 X___;5123 OOO_;3651 XXXX;;
1234 OO__;2545 O___;4662 X___;5123 X___;4111 XXXX;;
1234 OO__;2545 O___;4662 X___;5123 XO__;3322 XXXX;;
1234 OO__;2545 O___;4662 X___;5123 XOO_;5361 XXXX;;
1234 OO__;2545 O___;4662 X___;5123 XXO_;5613 XXXX;;
1234 OO__;2545 O___;4662 X___;5123 XXX_;5163 XXXX;;
1234 OO__;2545 O___;4662 XO__;6112 O___;3463 XXXX;;
1234 OO__;2545 O___;4662 XO__;6112 OO__;3623 XXXX;;
1234 OO__;2545 O___;4662 XO__;6112 XO__;4416 XXXX;;
1234 OO__;2545 O___;4662 XO__;6112 XX__;6322 XXXX;;
1234 OO__;2545 O___;4662 XO__;6112 XXO_;4116 XXXX;;
1234 OO__;2545 O___;4662 XO__;6112 XXX_;6122 XXXX;;
1234 OO__;2545 O___;4662 XO__;6112 XXXX;;;
1234 OO__;2545 O___;4662 XOO_;6463 OOO_;3626 XXXX;;
1234 OO__;2545 O___;4662 XOO_;6463 XO__;6621 XXXX;;
1234 OO__;2545 O___;4662 XOO_;6463 XXO_;6623 XXXX;;
1234 OO__;2545 O___;4662 XOO_;6463 XXOO;3466 XXXX;;
1234 OO__;2545 O___;4662 XOO_;6463 XXX_;6461 XXXX;;
1234 OO__;2545 O___;4662 XOO_;6463 XXXX;;;
1234 OO__;2545 O___;4662 XX__;1461 O___;3622 XXXX;;
1234 OO__;2545 O___;4662 XX__;1461 X___;3362 XXXX;;
1234 OO__;2545 O___;4662 XX__;1461 XO__;4363 XXXX;;
1234 OO__;2545 O___;4662 XX__;1461 XOOO;4611 XXXX;;
1234 OO__;2545 O___;4662 XX__;1461 XX__;4463 XXXX;;
1234 OO__;2545 O___;4662 XX__;1461 XXOO;4161 XXXX;;
1234 OO__;2545 O___;4662 XX__;1461 XXX_;4461 XXXX;;
1234 OO__;2545 O___;4662 XXO_;4166 OOO_;6612 XXXX;;
1234 OO__;2545 O___;4662 XXO_;4166 XO__;6362 XXXX;;
1234 OO__;2545 O___;4662 XXO_;4166 XXO_;6162 XXXX;;
1234 OO__;2545 O___;4662 XXO_;4166 XXOO;4616 XXXX;;
1234 OO__;2545 O___;4662 XXO_;4166 XXX_;4366 XXXX;;
1234 OO__;2545 O___;4662 XXO_;4166 XXXX;;;
1234 OO__;2545 O___;4662 XXX_;3662 XX__;4661 XXXX;;
1234 OO__;2545 O___;4662 XXX_;3662 XXO_;4663 XXXX;;
1234 OO__;2545 O___;4662 XXX_;3662 XXXX;;;
1234 OO__;2545 OO__;3462 O___;1112 O___;5351 XXXX;;
1234 OO__;2545 OO__;3462 O___;1112 X___;5153 XXXX;;
1234 OO__;2545 OO__;3462 O___;1112 XO__;4151 XXXX;;
1234 OO__;2545 OO__;3462 O___;1112 XOO_;5121 XXXX;;
1234 OO__;2545 OO__;3462 OO__;4156 O___;5323 XXXX;;
1234 OO__;2545 OO__;3462 OO__;4156 OOO_;5621 XXXX;;
1234 OO__;2545 OO__;3462 OO__;4156 XX__;4353 XXXX;;
1234 OO__;2545 OO__;3462 OO__;4156 XXO_;5126 XXXX;;
1234 OO__;2545 OO__;3462 OO__;4156 XXOO;4651 XXXX;;
1234 OO__;2545 OO__;3462 OO__;4156 XXXX;;;
1234 OO__;2545 OO__;3462 OOO_;4356 OOO_;5623 XXXX;;
1234 OO__;2545 OO__;3462 OOO_;4356 XX__;4626 XXXX;;
1234 OO__;2545 OO__;3462 OOO_;4356 XXO_;5326 XXXX;;
1234 OO__;2545 OO__;3462 OOO_;4356 XXOO;4653 XXXX;;
1234 OO__;2545 OO__;3462 OOO_;4356 XXXX;;;
1234 OO__;2545 OO__;3462 X___;5112 OO__;4451 XXXX;;
1234 OO__;2545 OO__;3462 X___;5112 XXO_;5411 XXXX;;
1234 OO__;2545 OO__;3462 X___;5112 XXX_;5122 XXXX;;
1234 OO__;2545 OO__;3462 X___;5112 XXXX;;;
1234 OO__;2545 OO__;3462 XO__;4453 O___;5612 XXXX;;
1234 OO__;2545 OO__;3462 XO__;4453 OO__;5322 XXXX;;
1234 OO__;2545 OO__;3462 XO__;4453 X___;6152 XXXX;;
1234 OO__;2545 OO__;3462 XO__;4453 XO__;5416 XXXX;;
1234 OO__;2545 OO__;3462 XO__;4453 XX__;6451 XXXX;;
1234 OO__;2545 OO__;3462 XO__;4453 XXXX;;;
1234 OO__;2545 OO__;3462 XOO_;4426 OO__;6352 XXXX;;
1234 OO__;2545 OO__;3462 XOO_;4426 XO__;6453 XXXX;;
1234 OO__;2545 OO__;3462 XOO_;4426 XXO_;4622 XXXX;;
1234 OO__;2545 OO__;3462 XOO_;4426 XXX_;6426 XXXX;;
1234 OO__;2545 OO__;3462 XOO_;4426 XXXX;;;
1234 OO__;2545 OO__;3462 XX__;3352 O___;5461 XXXX;;
1234 OO__;2545 OO__;3462 XX__;3352 X___;4422 XXXX;;
1234 OO__;2545 OO__;3462 XX__;3352 XO__;5162 XXXX;;
1234 OO__;2545 OO__;3462 XX__;3352 XXO_;3453 XXXX;;
1234 OO__;2545 OO__;3462 XX__;3352 XXXX;;;
1234 OO__;2545 OO__;3462 XXO_;3456 OO__;4662 XXXX;;
1234 OO__;2545 OO__;3462 XXO_;3456 OOO_;5362 XXXX;;
1234 OO__;2545 OO__;3462 XXO_;3456 XO__;6422 XXXX;;
1234 OO__;2545 OO__;3462 XXO_;3456 XOOO;5463 XXXX;;
1234 OO__;2545 OO__;3462 XXO_;3456 XXO_;3652 XXXX;;
1234 OO__;2545 OO__;3462 XXO_;3456 XXXX;;;
1234 OO__;2545 OO__;3462 XXX_;4462 XXX_;6462 XXXX;;
1234 OO__;2545 OO__;3462 XXX_;4462 XXXX;;;
1234 OO__;2545 OOO_;4652 OOOO;5426 XXXX;;;
1234 OO__;2545 OOO_;4652 XO__;5451 XXX_;5453 XXXX;;
1234 OO__;2545 OOO_;4652 XO__;5451 XXXX;;;
1234 OO__;2545 OOO_;4652 XOO_;5422 XXXX;;;
1234 OO__;2545 OOO_;4652 XOOO;5462 XXXX;;;
1234 OO__;2545 OOO_;4652 XX__;5152 XXX_;5352 XXXX;;
1234 OO__;2545 OOO_;4652 XX__;5152 XXXX;;;
1234 OO__;2545 OOO_;4652 XXOO;6452 XXXX;;;
1234 OO__;2545 OOO_;4652 XXX_;4452 XXXX;;;
1234 OO__;2545 OOO_;4652 XXXX;;;;
1234 OO__;2545 OOOO;5452 XXXX;;;;
1234 OO__;2545 X___;2612 ____;1333 X___;4443 XXXX;;
1234 OO__;2545 X___;2612 ____;1333 XO__;3443 XXXX;;
1234 OO__;2545 X___;2612 ____;1333 XX__;4343 XXXX;;
1234 OO__;2545 X___;2612 ____;1333 XXO_;3343 XXXX;;
1234 OO__;2545 X___;2612 O___;6443 XO__;4141 XXXX;;
1234 OO__;2545 X___;2612 O___;6443 XOO_;3346 XXXX;;
1234 OO__;2545 X___;2612 O___;6443 XOOO;4346 XXXX;;
1234 OO__;2545 X___;2612 O___;6443 XX__;4441 XXXX;;
1234 OO__;2545 X___;2612 O___;6443 XXO_;6346 XXXX;;
1234 OO__;2545 X___;2612 O___;6443 XXOO;3446 XXXX;;
1234 OO__;2545 X___;2612 O___;6443 XXX_;6343 XXXX;;
1234 OO__;2545 X___;2612 O___;6443 XXXX;;;
1234 OO__;2545 X___;2612 OO__;4146 OO__;3561 XXXX;;
1234 OO__;2545 X___;2612 OO__;4146 XO__;3165 XXXX;;
1234 OO__;2545 X___;2612 OO__;4146 XOOO;6441 XXXX;;
1234 OO__;2545 X___;2612 OO__;4146 XXO_;6141 XXXX;;
1234 OO__;2545 X___;2612 OO__;4146 XXX_;6146 XXXX;;
1234 OO__;2545 X___;2612 OO__;4146 XXXX;;;
1234 OO__;2545 X___;2612 X___;3315 O___;4643 XXX_;6643 XXXX;
1234 OO__;2545 X___;2612 X___;3315 O___;4643 XXXX;;
1234 OO__;2545 X___;2612 X___;3315 X___;3646 XXXX;;
1234 OO__;2545 X___;2612 X___;3315 XO__;3643 XXXX;;
1234 OO__;2545 X___;2612 X___;3315 XXO_;3511 XXXX;;
1234 OO__;2545 X___;2612 X___;3315 XXOO;3513 XXXX;;
1234 OO__;2545 X___;2612 X___;3315 XXX_;3115 XXXX;;
1234 OO__;2545 X___;2612 X___;3315 XXXX;;;
1234 OO__;2545 X___;2612 XO__;6223 O___;4641 XXXX;;
1234 OO__;2545 X___;2612 XO__;6223 OO__;3516 XXXX;;
1234 OO__;2545 X___;2612 XO__;6223 OOO_;2366 XXXX;;
1234 OO__;2545 X___;2612 XO__;6223 X___;6641 XXXX;;
1234 OO__;2545 X___;2612 XO__;6223 XO__;6315 XXXX;;
1234 OO__;2545 X___;2612 XO__;6223 XOO_;2363 XXXX;;
1234 OO__;2545 X___;2612 XO__;6223 XX__;6513 XXXX;;
1234 OO__;2545 X___;2612 XO__;6223 XXO_;2323 XXXX;;
1234 OO__;2545 X___;2612 XOO_;1116 X___;2326 XXXX;;
1234 OO__;2545 X___;2612 XOO_;1116 XO__;2121 XXXX;;
1234 OO__;2545 X___;2612 XOO_;1116 XOO_;2161 XXXX;;
1234 OO__;2545 X___;2612 XOO_;1116 XX__;2166 XXXX;;
1234 OO__;2545 X___;2612 XOOO;2126 XXXX;;;
1234 OO__;2545 X___;2612 XX__;2322 O___;3615 XXXX;;
1234 OO__;2545 X___;2612 XX__;2322 X___;2111 XXXX;;
1234 OO__;2545 X___;2612 XX__;2322 XO__;2663 XXXX;;
1234 OO__;2545 X___;2612 XX__;2322 XXXX;;;
1234 OO__;2545 X___;2612 XXO_;1112 O___;2623 XXXX;;
1234 OO__;2545 X___;2612 XXO_;1112 OO__;2661 XXXX;;
1234 OO__;2545 X___;2612 XXO_;1112 X___;2362 XXXX;;
1234 OO__;2545 X___;2612 XXO_;1112 XX__;2122 XXXX;;
1234 OO__;2545 X___;2612 XXO_;1112 XXO_;2116 XXXX;;
1234 OO__;2545 X___;2612 XXOO;2162 XOOO;2621 XXXX;;
1234 OO__;2545 X___;2612 XXOO;2162 XXXX;;;
1234 OO__;2545 X___;2612 XXX_;2112 XX__;2616 XXXX;;
1234 OO__;2545 X___;2612 XXX_;2112 XXO_;2611 XXXX;;
1234 OO__;2545 X___;2612 XXX_;2112 XXXX;;;
1234 OO__;2545 X___;2612 XXXX;;;;
1234 OO__;2545 XO__;5561 ____;2422 XX__;4442 XXXX;;
1234 OO__;2545 XO__;5561 ____;2422 XXXX;;;
1234 OO__;2545 XO__;5561 O___;4622 O___;2353 XXXX;;
1234 OO__;2545 XO__;5561 O___;4622 X___;3325 XXXX;;
1234 OO__;2545 XO__;5561 O___;4622 XO__;2352 XXXX;;
1234 OO__;2545 XO__;5561 O___;4622 XOO_;6442 XXXX;;
1234 OO__;2545 XO__;5561 O___;4622 XOOO;2426 XXXX;;
1234 OO__;2545 XO__;5561 O___;4622 XXO_;6642 XXXX;;
1234 OO__;2545 XO__;5561 O___;4622 XXX_;4642 XXXX;;
1234 OO__;2545 XO__;5561 OO__;2356 O___;4115 XXX_;4415 XXXX;
1234 OO__;2545 XO__;5561 OO__;2356 O___;4115 XXXX;;
1234 OO__;2545 XO__;5561 OO__;2356 OOOO;3625 XXXX;;
1234 OO__;2545 XO__;5561 OO__;2356 XOOO;6325 XXXX;;
1234 OO__;2545 XO__;5561 OO__;2356 XX__;2152 XXXX;;
1234 OO__;2545 XO__;5561 OO__;2356 XXOO;2653 XXXX;;
1234 OO__;2545 XO__;5561 OO__;2356 XXXX;;;
1234 OO__;2545 XO__;5561 OOO_;4615 OOO_;2156 XXXX;;
1234 OO__;2545 XO__;5561 OOO_;4615 XO__;3155 XXXX;;
1234 OO__;2545 XO__;5561 OOO_;4615 XOO_;6125 XXXX;;
1234 OO__;2545 XO__;5561 OOO_;4615 XXOO;6415 XXXX;;
1234 OO__;2545 XO__;5561 OOO_;4615 XXXX;;;
1234 OO__;2545 XO__;5561 X___;1352 O___;2466 XXXX;;
1234 OO__;2545 XO__;5561 X___;1352 OO__;5443 XXXX;;
1234 OO__;2545 XO__;5561 X___;1352 OOO_;3523 XXXX;;
1234 OO__;2545 XO__;5561 X___;1352 X___;2462 XXXX;;
1234 OO__;2545 XO__;5561 X___;1352 XO__;5343 XXXX;;
1234 OO__;2545 XO__;5561 X___;1352 XOO_;3522 XXXX;;
1234 OO__;2545 XO__;5561 XO__;5346 O___;2151 XXXX;;
1234 OO__;2545 XO__;5561 XO__;5346 OOO_;6523 XXXX;;
1234 OO__;2545 XO__;5561 XO__;5346 OOOO;3465 XXXX;;
1234 OO__;2545 XO__;5561 XO__;5346 XOO_;3526 XXXX;;
1234 OO__;2545 XO__;5561 XO__;5346 XOOO;4365 XXXX;;
1234 OO__;2545 XO__;5561 XO__;5346 XXOO;5643 XXXX;;
1234 OO__;2545 XO__;5561 XO__;5346 XXXX;;;
1234 OO__;2545 XO__;5561 XOO_;1162 O___;5315 XXXX;;
1234 OO__;2545 XO__;5561 XOO_;1162 OO__;4516 XXXX;;
1234 OO__;2545 XO__;5561 XOO_;1162 OOO_;2651 XXXX;;
1234 OO__;2545 XO__;5561 XOO_;1162 XO__;5146 XXXX;;
1234 OO__;2545 XO__;5561 XOO_;1162 XOO_;6512 XXXX;;
1234 OO__;2545 XO__;5561 XOO_;1162 XX__;4165 XXXX;;
1234 OO__;2545 XO__;5561 XX__;4511 X___;3562 XXXX;;
1234 OO__;2545 XO__;5561 XX__;4511 XOO_;5441 XXXX;;
1234 OO__;2545 XO__;5561 XX__;4511 XOOO;5141 XXXX;;
1234 OO__;2545 XO__;5561 XX__;4511 XX__;4563 XXXX;;
