1231 ____;4445 ____;6666 XXXX;;;;
1231 ____;4445 O___;5666 XOO_;6556 XXXX;;;
1231 ____;4445 O___;5666 XX__;5556 XXXX;;;
1231 ____;4445 O___;5666 XXO_;6664 XXXX;;;
1231 ____;4445 O___;5666 XXOO;6566 XXOO;6656 XXXX;;
1231 ____;4445 O___;5666 XXOO;6566 XXXX;;;
1231 ____;4445 O___;5666 XXX_;5566 XXOO;5656 XXXX;;
1231 ____;4445 O___;5666 XXX_;5566 XXXX;;;
1231 ____;4445 O___;5666 XXXX;;;;
1231 ____;4445 OO__;1566 OO__;5654 XXXX;;;
1231 ____;4445 OO__;1566 OOO_;6654 XXXX;;;
1231 ____;4445 OO__;1566 X___;5554 XXXX;;;
1231 ____;4445 OO__;1566 XO__;6554 XXXX;;;
1231 ____;4445 OO__;1566 XOO_;5664 XXXX;;;
1231 ____;4445 OO__;1566 XX__;5564 XXXX;;;
1231 ____;4445 OO__;1566 XXO_;6564 XXXX;;;
1231 ____;4445 X___;4666 ____;5555 XXXX;;;
1231 ____;4445 X___;4666 O___;6555 XXXX;;;
1231 ____;4445 X___;4666 X___;5565 XXOO;5655 XXXX;;
1231 ____;4445 X___;4666 X___;5565 XXXX;;;
1231 ____;4445 X___;4666 XO__;6565 XXOO;6655 XXXX;;
1231 ____;4445 X___;4666 XO__;6565 XXXX;;;
1231 ____;4445 X___;4666 XX__;5665 XXXX;;;
1231 ____;4445 X___;4666 XXO_;6665 XXXX;;;
1231 ____;4445 X___;4666 XXOO;6466 XXOO;6646 XXXX;;
1231 ____;4445 X___;4666 XXOO;6466 XXXX;;;
1231 ____;4445 X___;4666 XXXX;;;;
1231 ____;4445 XO__;4556 OO__;6464 XXOO;6644 XXXX;;
1231 ____;4445 XO__;4556 OO__;6464 XXXX;;;
1231 ____;4445 XO__;4556 XO__;4664 XXXX;;;
1231 ____;4445 XO__;4556 XOO_;5466 XXOO;5646 XXXX;;
1231 ____;4445 XO__;4556 XOO_;5466 XXXX;;;
1231 ____;4445 XO__;4556 XXO_;6456 XXOO;6546 XXXX;;
1231 ____;4445 XO__;4556 XXO_;6456 XXXX;;;
1231 ____;4445 XO__;4556 XXOO;5456 XXOO;5546 XXXX;;
1231 ____;4445 XO__;4556 XXOO;5456 XXXX;;;
1231 ____;4445 XO__;4556 XXX_;4566 XXOO;4656 XXXX;;
1231 ____;4445 XO__;4556 XXX_;4566 XXXX;;;
1231 ____;4445 XO__;4556 XXXX;;;;
1231 ____;4445 XOO_;4554 XOO_;5464 XXOO;5644 XXXX;;
1231 ____;4445 XOO_;4554 XOO_;5464 XXXX;;;
1231 ____;4445 XOO_;4554 XXO_;6454 XXOO;6544 XXXX;;
1231 ____;4445 XOO_;4554 XXO_;6454 XXXX;;;
1231 ____;4445 XOO_;4554 XXOO;5454 XXOO;5544 XXXX;;
1231 ____;4445 XOO_;4554 XXOO;5454 XXXX;;;
1231 ____;4445 XOO_;4554 XXX_;4564 XXOO;4654 XXXX;;
1231 ____;4445 XOO_;4554 XXX_;4564 XXXX;;;
1231 ____;4445 XOO_;4554 XXXX;;;;
1231 ____;4445 XX__;4466 O___;5545 XXXX;;;
1231 ____;4445 XX__;4466 OO__;5645 XXOO;6545 XXXX;;
1231 ____;4445 XX__;4466 OO__;5645 XXXX;;;
1231 ____;4445 XX__;4466 OOO_;6645 XXXX;;;
1231 ____;4445 XX__;4466 X___;4555 XXOO;5455 XXXX;;
1231 ____;4445 XX__;4466 X___;4555 XXXX;;;
1231 ____;4445 XX__;4466 XO__;4655 XXOO;6455 XXXX;;
1231 ____;4445 XX__;4466 XO__;4655 XXXX;;;
1231 ____;4445 XX__;4466 XX__;4565 XXOO;5465 XXXX;;
1231 ____;4445 XX__;4466 XX__;4565 XXXX;;;
1231 ____;4445 XX__;4466 XXO_;4665 XXOO;6465 XXXX;;
1231 ____;4445 XX__;4466 XXO_;4665 XXXX;;;
1231 ____;4445 XX__;4466 XXOO;4646 XXOO;6446 XXXX;;
1231 ____;4445 XX__;4466 XXOO;4646 XXXX;;;
1231 ____;4445 XX__;4466 XXXX;;;;
1231 ____;4445 XXO_;4561 OO__;6444 XXXX;;;
1231 ____;4445 XXO_;4561 OOO_;5446 XXXX;;;
1231 ____;4445 XXO_;4561 XO__;4644 XXXX;;;
1231 ____;4445 XXO_;4561 XOO_;4456 XXXX;;;
1231 ____;4445 XXO_;4561 XX__;4464 XXXX;;;
1231 ____;4445 XXO_;4561 XXO_;4546 XXXX;;;
1231 ____;4445 XXOO;1451 OO__;4544 XXXX;;;
1231 ____;4445 XXOO;1451 XO__;5444 XXXX;;;
1231 ____;4445 XXOO;1451 XX__;4454 XXXX;;;
1231 ____;4445 XXX_;4455 XX__;4444 XXX_;4446 XXXX;;
1231 ____;4445 XXX_;4455 XX__;4444 XXXX;;;
1231 ____;4445 XXX_;4455 XXO_;4645 XXOO;6445 XXXX;;
1231 ____;4445 XXX_;4455 XXO_;4645 XXXX;;;
1231 ____;4445 XXX_;4455 XXOO;4545 XXOO;5445 XXXX;;
1231 ____;4445 XXX_;4455 XXOO;4545 XXXX;;;
1231 ____;4445 XXX_;4455 XXX_;4465 XXXX;;;
1231 ____;4445 XXX_;4455 XXXX;;;;
1231 ____;4445 XXXX;;;;;
1231 O___;2454 ____;6166 X___;3363 XXXX;;;
1231 O___;2454 ____;6166 XO__;3663 XXXX;;;
1231 O___;2454 ____;6166 XX__;3366 XXOO;6363 XXXX;;
1231 O___;2454 ____;6166 XX__;3366 XXXX;;;
1231 O___;2454 ____;6166 XXO_;3666 XXOO;6663 XXXX;;
1231 O___;2454 ____;6166 XXO_;3666 XXXX;;;
1231 O___;2454 ____;6166 XXOO;6616 XXXX;;;
1231 O___;2454 ____;6166 XXX_;6366 XXXX;;;
1231 O___;2454 ____;6166 XXXX;;;;
1231 O___;2454 O___;3643 ____;5515 XXXX;;;
1231 O___;2454 O___;3643 O___;5166 OOO_;6515 XXXX;;
1231 O___;2454 O___;3643 O___;5166 XOOO;6516 XXXX;;
1231 O___;2454 O___;3643 O___;5166 XXO_;5516 XXXX;;
1231 O___;2454 O___;3643 O___;5166 XXOO;6165 XXXX;;
1231 O___;2454 O___;3643 O___;5166 XXX_;5165 XXXX;;
1231 O___;2454 O___;3643 O___;5166 XXXX;;;
1231 O___;2454 O___;3643 OO__;4166 X___;5365 XXXX;;
1231 O___;2454 O___;3643 OO__;4166 XO__;6365 XXXX;;
1231 O___;2454 O___;3643 OO__;4166 XX__;5366 XXXX;;
1231 O___;2454 O___;3643 OO__;4166 XXXX;;;
1231 O___;2454 O___;3643 OOO_;4366 XXXX;;;
1231 O___;2454 O___;3643 X___;6662 X___;5615 XXXX;;
1231 O___;2454 O___;3643 X___;6662 XO__;5616 XXXX;;
1231 O___;2454 O___;3643 X___;6662 XX__;6615 XXXX;;
1231 O___;2454 O___;3643 X___;6662 XXOO;6626 XXXX;;
1231 O___;2454 O___;3643 X___;6662 XXX_;6622 XXXX;;
1231 O___;2454 O___;3643 X___;6662 XXXX;;;
1231 O___;2454 O___;3643 XO__;6563 OO__;4616 XXXX;;
1231 O___;2454 O___;3643 XO__;6563 XO__;6146 XXXX;;
1231 O___;2454 O___;3643 XO__;6563 XXO_;3565 XXXX;;
1231 O___;2454 O___;3643 XO__;6563 XXOO;3566 XXXX;;
1231 O___;2454 O___;3643 XO__;6563 XXX_;5563 XXXX;;
1231 O___;2454 O___;3643 XO__;6563 XXXX;;;
1231 O___;2454 O___;3643 XOO_;3365 XO__;6346 XXXX;;
1231 O___;2454 O___;3643 XOO_;3365 XXOO;5363 XXXX;;
1231 O___;2454 O___;3643 XOO_;3365 XXXX;;;
1231 O___;2454 O___;3643 XOOO;4363 XXXX;;;
1231 O___;2454 O___;3643 XX__;3665 XXOO;5663 XXXX;;
1231 O___;2454 O___;3643 XX__;3665 XXXX;;;
1231 O___;2454 O___;3643 XXO_;3563 XX__;4663 XXXX;;
1231 O___;2454 O___;3643 XXO_;3563 XXXX;;;
1231 O___;2454 O___;3643 XXOO;3346 XXOO;6343 XXXX;;
1231 O___;2454 O___;3643 XXOO;3346 XXXX;;;
1231 O___;2454 O___;3643 XXX_;3646 XX__;3343 XXXX;;
1231 O___;2454 O___;3643 XXX_;3646 XXOO;6643 XXXX;;
1231 O___;2454 O___;3643 XXX_;3646 XXXX;;;
1231 O___;2454 O___;3643 XXXX;;;;
1231 O___;2454 OO__;6526 ____;4343 XXXX;;;
1231 O___;2454 OO__;6526 O___;3345 XO__;4643 XXXX;;
1231 O___;2454 OO__;6526 O___;3345 XX__;5145 XXXX;;
1231 O___;2454 OO__;6526 O___;3345 XXOO;5343 XXXX;;
1231 O___;2454 OO__;6526 O___;3345 XXX_;5345 XXXX;;
1231 O___;2454 OO__;6526 O___;3345 XXXX;;;
1231 O___;2454 OO__;6526 OO__;3645 XOO_;4165 XXXX;;
1231 O___;2454 OO__;6526 OO__;3645 XOOO;4365 XXXX;;
1231 O___;2454 OO__;6526 OO__;3645 XXO_;4615 XXXX;;
1231 O___;2454 OO__;6526 OO__;3645 XXOO;5643 XXXX;;
1231 O___;2454 OO__;6526 OO__;3645 XXXX;;;
1231 O___;2454 OO__;6526 OOO_;4662 XXXX;;;
1231 O___;2454 OO__;6526 OOOO;5662 XXXX;;;
1231 O___;2454 OO__;6526 X___;3545 X___;4146 XXXX;;
1231 O___;2454 OO__;6526 X___;3545 XO__;4346 XXXX;;
1231 O___;2454 OO__;6526 X___;3545 XXO_;4515 XXXX;;
1231 O___;2454 OO__;6526 X___;3545 XXOO;5543 XXXX;;
1231 O___;2454 OO__;6526 X___;3545 XXX_;3543 XXXX;;
1231 O___;2454 OO__;6526 X___;3545 XXXX;;;
1231 O___;2454 OO__;6526 XO__;5146 OO__;4622 XXXX;;
1231 O___;2454 OO__;6526 XO__;5146 OOO_;4563 XXXX;;
1231 O___;2454 OO__;6526 XO__;5146 XOO_;6345 XXXX;;
1231 O___;2454 OO__;6526 XO__;5146 XXOO;6145 XXXX;;
1231 O___;2454 OO__;6526 XO__;5146 XXX_;5346 XXXX;;
1231 O___;2454 OO__;6526 XO__;5146 XXXX;;;
1231 O___;2454 OO__;6526 XOO_;5562 XO__;6642 XXXX;;
1231 O___;2454 OO__;6526 XOO_;5562 XOOO;5625 XXXX;;
1231 O___;2454 OO__;6526 XOO_;5562 XXO_;5622 XXXX;;
1231 O___;2454 OO__;6526 XOO_;5562 XXXX;;;
1231 O___;2454 OO__;6526 XX__;3142 O___;5525 XXXX;;
1231 O___;2454 OO__;6526 XX__;3142 OO__;4516 XXXX;;
1231 O___;2454 OO__;6526 XX__;3142 X___;5522 XXXX;;
1231 O___;2454 OO__;6526 XX__;3142 XO__;6543 XXXX;;
1231 O___;2454 OO__;6526 XX__;3142 XX__;3546 XXXX;;
1231 O___;2454 OO__;6526 XXO_;4626 XXXX;;;
1231 O___;2454 OO__;6526 XXOO;5626 OOOO;6562 XXXX;;
1231 O___;2454 OO__;6526 XXOO;5626 XXOO;6625 XXXX;;
1231 O___;2454 OO__;6526 XXOO;5626 XXXX;;;
1231 O___;2454 OO__;6526 XXX_;5526 XXO_;6522 XXXX;;
1231 O___;2454 OO__;6526 XXX_;5526 XXOO;6525 XXXX;;
1231 O___;2454 OO__;6526 XXX_;5526 XXXX;;;
1231 O___;2454 OO__;6526 XXXX;;;;
1231 O___;2454 OOO_;4625 OOO_;5542 XXXX;;;
1231 O___;2454 OOO_;4625 OOOO;6542 XXXX;;;
1231 O___;2454 OOO_;4625 XO__;4543 XXXX;;;
1231 O___;2454 OOO_;4625 XOOO;4562 XOOO;5642 XXXX;;
1231 O___;2454 OOO_;4625 XOOO;4562 XXXX;;;
1231 O___;2454 OOO_;4625 XX__;4145 XXX_;4345 XXXX;;
1231 O___;2454 OOO_;4625 XX__;4145 XXXX;;;
1231 O___;2454 OOO_;4625 XXO_;4522 XX__;4642 XXXX;;
1231 O___;2454 OOO_;4625 XXO_;4522 XXXX;;;
1231 O___;2454 OOO_;4625 XXOO;4526 XXXX;;;
1231 O___;2454 OOO_;4625 XXX_;4525 XXXX;;;
1231 O___;2454 OOO_;4625 XXXX;;;;
1231 O___;2454 OOOO;4542 XXXX;;;;
1231 O___;2454 X___;3664 ____;5155 XXXX;;;
1231 O___;2454 X___;3664 O___;5553 XO__;6155 XXXX;;
1231 O___;2454 X___;3664 O___;5553 XX__;5156 XXXX;;
1231 O___;2454 X___;3664 O___;5553 XXOO;5355 XXXX;;
1231 O___;2454 X___;3664 O___;5553 XXX_;5353 XXXX;;
1231 O___;2454 X___;3664 O___;5553 XXXX;;;
1231 O___;2454 X___;3664 OO__;5356 XOOO;6553 XXXX;;
1231 O___;2454 X___;3664 OO__;5356 XX__;6156 XXXX;;
1231 O___;2454 X___;3664 OO__;5356 XXO_;6353 XXXX;;
1231 O___;2454 X___;3664 OO__;5356 XXOO;6355 XXXX;;
1231 O___;2454 X___;3664 OO__;5356 XXXX;;;
1231 O___;2454 X___;3664 OOO_;6356 XX__;6416 XXXX;;
