2311 ____;4445 ____;6666 XXXX;;;;;;;
2311 ____;4445 O___;1565 OO__;6656 XXXX;;;;;;
2311 ____;4445 O___;1565 OOO_;5656 XXXX;;;;;;
2311 ____;4445 O___;1565 X___;6664 XXXX;;;;;;
2311 ____;4445 O___;1565 XO__;5666 XXXX;;;;;;
2311 ____;4445 O___;1565 XOO_;6556 XXX_;5556 XXXX;;;;;
2311 ____;4445 O___;1565 XOO_;6556 XXXX;;;;;;
2311 ____;4445 O___;1565 XX__;6566 XXXX;;;;;;
2311 ____;4445 O___;1565 XXO_;5566 XXXX;;;;;;
2311 ____;4445 OO__;1566 OO__;5654 XXXX;;;;;;
2311 ____;4445 OO__;1566 OOO_;6654 XXXX;;;;;;
2311 ____;4445 OO__;1566 X___;5554 XXXX;;;;;;
2311 ____;4445 OO__;1566 XO__;6554 XXXX;;;;;;
2311 ____;4445 OO__;1566 XOO_;5664 XXXX;;;;;;
2311 ____;4445 OO__;1566 XX__;5564 XXXX;;;;;;
2311 ____;4445 OO__;1566 XXO_;6564 XXXX;;;;;;
2311 ____;4445 X___;4666 ____;5555 XXXX;;;;;;
2311 ____;4445 X___;4666 O___;6555 XXXX;;;;;;
2311 ____;4445 X___;4666 X___;5565 XXOO;5655 XXXX;;;;;
2311 ____;4445 X___;4666 X___;5565 XXXX;;;;;;
2311 ____;4445 X___;4666 XO__;6565 XXOO;6655 XXXX;;;;;
2311 ____;4445 X___;4666 XO__;6565 XXXX;;;;;;
2311 ____;4445 X___;4666 XX__;5665 XXXX;;;;;;
2311 ____;4445 X___;4666 XXO_;6665 XXXX;;;;;;
2311 ____;4445 X___;4666 XXOO;6466 XXOO;6646 XXXX;;;;;
2311 ____;4445 X___;4666 XXOO;6466 XXXX;;;;;;
2311 ____;4445 X___;4666 XXXX;;;;;;;
2311 ____;4445 XO__;4556 OO__;6464 XXOO;6644 XXXX;;;;;
2311 ____;4445 XO__;4556 OO__;6464 XXXX;;;;;;
2311 ____;4445 XO__;4556 XO__;4664 XXXX;;;;;;
2311 ____;4445 XO__;4556 XOO_;5466 XXOO;5646 XXXX;;;;;
2311 ____;4445 XO__;4556 XOO_;5466 XXXX;;;;;;
2311 ____;4445 XO__;4556 XXO_;6456 XXOO;6546 XXXX;;;;;
2311 ____;4445 XO__;4556 XXO_;6456 XXXX;;;;;;
2311 ____;4445 XO__;4556 XXOO;5456 XXOO;5546 XXXX;;;;;
2311 ____;4445 XO__;4556 XXOO;5456 XXXX;;;;;;
2311 ____;4445 XO__;4556 XXX_;4566 XXOO;4656 XXXX;;;;;
2311 ____;4445 XO__;4556 XXX_;4566 XXXX;;;;;;
2311 ____;4445 XO__;4556 XXXX;;;;;;;
2311 ____;4445 XOO_;4554 XOO_;5464 XXOO;5644 XXXX;;;;;
2311 ____;4445 XOO_;4554 XOO_;5464 XXXX;;;;;;
2311 ____;4445 XOO_;4554 XXO_;6454 XXOO;6544 XXXX;;;;;
2311 ____;4445 XOO_;4554 XXO_;6454 XXXX;;;;;;
2311 ____;4445 XOO_;4554 XXOO;5454 XXOO;5544 XXXX;;;;;
2311 ____;4445 XOO_;4554 XXOO;5454 XXXX;;;;;;
2311 ____;4445 XOO_;4554 XXX_;4564 XXOO;4654 XXXX;;;;;
2311 ____;4445 XOO_;4554 XXX_;4564 XXXX;;;;;;
2311 ____;4445 XOO_;4554 XXXX;;;;;;;
2311 ____;4445 XX__;4466 O___;5545 XXXX;;;;;;
2311 ____;4445 XX__;4466 OO__;5645 XXOO;6545 XXXX;;;;;
2311 ____;4445 XX__;4466 OO__;5645 XXXX;;;;;;
2311 ____;4445 XX__;4466 OOO_;6645 XXXX;;;;;;
2311 ____;4445 XX__;4466 X___;4555 XXOO;5455 XXXX;;;;;
2311 ____;4445 XX__;4466 X___;4555 XXXX;;;;;;
2311 ____;4445 XX__;4466 XO__;4655 XXOO;6455 XXXX;;;;;
2311 ____;4445 XX__;4466 XO__;4655 XXXX;;;;;;
2311 ____;4445 XX__;4466 XX__;4565 XXOO;5465 XXXX;;;;;
2311 ____;4445 XX__;4466 XX__;4565 XXXX;;;;;;
2311 ____;4445 XX__;4466 XXO_;4665 XXOO;6465 XXXX;;;;;
2311 ____;4445 XX__;4466 XXO_;4665 XXXX;;;;;;
2311 ____;4445 XX__;4466 XXOO;4646 XXOO;6446 XXXX;;;;;
2311 ____;4445 XX__;4466 XXOO;4646 XXXX;;;;;;
2311 ____;4445 XX__;4466 XXXX;;;;;;;
2311 ____;4445 XXO_;4561 OO__;6444 XXXX;;;;;;
2311 ____;4445 XXO_;4561 OOO_;5446 XXXX;;;;;;
2311 ____;4445 XXO_;4561 XO__;4644 XXXX;;;;;;
2311 ____;4445 XXO_;4561 XOO_;4456 XXXX;;;;;;
2311 ____;4445 XXO_;4561 XX__;4464 XXXX;;;;;;
2311 ____;4445 XXO_;4561 XXO_;4546 XXXX;;;;;;
2311 ____;4445 XXOO;1451 OO__;4544 XXXX;;;;;;
2311 ____;4445 XXOO;1451 XO__;5444 XXXX;;;;;;
2311 ____;4445 XXOO;1451 XX__;4454 XXXX;;;;;;
2311 ____;4445 XXX_;4561 OO__;5445 XXXX;;;;;;
2311 ____;4445 XXX_;4561 OOO_;6445 XXXX;;;;;;
2311 ____;4445 XXX_;4561 X___;4444 XXXX;;;;;;
2311 ____;4445 XXX_;4561 XO__;4455 XX__;4446 XXXX;;;;;
2311 ____;4445 XXX_;4561 XO__;4455 XXXX;;;;;;
2311 ____;4445 XXX_;4561 XOO_;4645 XXXX;;;;;;
2311 ____;4445 XXX_;4561 XX__;4545 XXXX;;;;;;
2311 ____;4445 XXX_;4561 XXO_;4465 XXXX;;;;;;
2311 ____;4445 XXXX;;;;;;;;
2311 O___;4524 ____;6323 O___;1666 XXXX;;;;;;
2311 O___;4524 ____;6323 OO__;3666 XXXX;;;;;;
2311 O___;4524 ____;6323 OOO_;3636 XXXX;;;;;;
2311 O___;4524 ____;6323 X___;6166 XXXX;;;;;;
2311 O___;4524 ____;6323 XO__;6636 XXXX;;;;;;
2311 O___;4524 ____;6323 XOO_;3633 XXX_;3663 XXXX;;;;;
2311 O___;4524 ____;6323 XOO_;3633 XXXX;;;;;;
2311 O___;4524 ____;6323 XX__;6663 XXXX;;;;;;
2311 O___;4524 ____;6323 XXO_;6633 XXXX;;;;;;
2311 O___;4524 O___;6165 ____;3433 XXXX;;;;;;
2311 O___;4524 O___;6165 O___;3436 XOOO;3643 XXXX;;;;;
2311 O___;4524 O___;6165 O___;3436 XXXX;;;;;;
2311 O___;4524 O___;6165 OO__;3653 XX__;3646 XXXX;;;;;
2311 O___;4524 O___;6165 OO__;3653 XXOO;5633 XXXX;;;;;
2311 O___;4524 O___;6165 OO__;3653 XXX_;5653 XXXX;;;;;
2311 O___;4524 O___;6165 OO__;3653 XXXX;;;;;;
2311 O___;4524 O___;6165 OOO_;3656 XX__;1646 XXXX;;;;;
2311 O___;4524 O___;6165 OOO_;3656 XXOO;5636 XXXX;;;;;
2311 O___;4524 O___;6165 OOO_;3656 XXXX;;;;;;
2311 O___;4524 O___;6165 OOOO;1656 XXXX;;;;;;
2311 O___;4524 O___;6165 X___;3463 XXOO;6433 XXXX;;;;;
2311 O___;4524 O___;6165 X___;3463 XXXX;;;;;;
2311 O___;4524 O___;6165 XO__;3156 OO__;6643 XXXX;;;;;
2311 O___;4524 O___;6165 XO__;3156 OOO_;5635 XXXX;;;;;
2311 O___;4524 O___;6165 XO__;3156 XO__;6436 XXXX;;;;;
2311 O___;4524 O___;6165 XO__;3156 XOO_;3635 XXXX;;;;;
2311 O___;4524 O___;6165 XO__;3156 XX__;3466 XXXX;;;;;
2311 O___;4524 O___;6165 XO__;3156 XXO_;3655 XXXX;;;;;
2311 O___;4524 O___;6165 XOO_;6653 OO__;1466 XXXX;;;;;
2311 O___;4524 O___;6165 XOO_;6653 XO__;5156 XXXX;;;;;
2311 O___;4524 O___;6165 XOO_;6653 XX__;1655 XXXX;;;;;
2311 O___;4524 O___;6165 XOO_;6653 XXOO;5663 XXXX;;;;;
2311 O___;4524 O___;6165 XOO_;6653 XXXX;;;;;;
2311 O___;4524 O___;6165 XX__;6266 ____;5155 XXXX;;;;;
2311 O___;4524 O___;6165 XX__;6266 XX__;6463 XXXX;;;;;
2311 O___;4524 O___;6165 XX__;6266 XXOO;6662 XXXX;;;;;
2311 O___;4524 O___;6165 XX__;6266 XXX_;6262 XXXX;;;;;
2311 O___;4524 O___;6165 XX__;6266 XXXX;;;;;;
2311 O___;4524 O___;6165 XXO_;3665 OO__;6146 XXXX;;;;;
2311 O___;4524 O___;6165 XXO_;3665 XXOO;6635 XXXX;;;;;
2311 O___;4524 O___;6165 XXO_;3665 XXXX;;;;;;
2311 O___;4524 O___;6165 XXOO;1665 OOOO;6156 XXXX;;;;;
2311 O___;4524 O___;6165 XXOO;1665 XOOO;5166 XXXX;;;;;
2311 O___;4524 O___;6165 XXOO;1665 XXXX;;;;;;
2311 O___;4524 O___;6165 XXX_;6155 XXOO;5165 XXXX;;;;;
2311 O___;4524 O___;6165 XXX_;6155 XXXX;;;;;;
2311 O___;4524 O___;6165 XXXX;;;;;;;
2311 O___;4524 OO__;6265 ____;3443 XXXX;;;;;;
2311 O___;4524 OO__;6265 O___;3453 X___;1446 XXXX;;;;;
2311 O___;4524 OO__;6265 O___;3453 XX__;3446 XXXX;;;;;
2311 O___;4524 OO__;6265 O___;3453 XXOO;5433 XXXX;;;;;
2311 O___;4524 OO__;6265 O___;3453 XXX_;5453 XXXX;;;;;
2311 O___;4524 OO__;6265 O___;3453 XXXX;;;;;;
2311 O___;4524 OO__;6265 OO__;1456 OOO_;5643 XXXX;;;;;
2311 O___;4524 OO__;6265 OO__;1456 XOOO;5146 XXXX;;;;;
2311 O___;4524 OO__;6265 OO__;1456 XXO_;5436 XXXX;;;;;
2311 O___;4524 OO__;6265 OO__;1456 XXX_;3456 XXXX;;;;;
2311 O___;4524 OO__;6265 OO__;1456 XXXX;;;;;;
2311 O___;4524 OO__;6265 OOO_;5652 XXXX;;;;;;
2311 O___;4524 OO__;6265 X___;1455 X___;6443 XXXX;;;;;
2311 O___;4524 OO__;6265 X___;1455 XOOO;5145 XXXX;;;;;
2311 O___;4524 OO__;6265 X___;1455 XX__;3435 XXXX;;;;;
2311 O___;4524 OO__;6265 X___;1455 XXO_;5435 XXXX;;;;;
2311 O___;4524 OO__;6265 X___;1455 XXX_;3455 XXXX;;;;;
2311 O___;4524 OO__;6265 X___;1455 XXXX;;;;;;
2311 O___;4524 OO__;6265 XO__;5463 OOO_;1645 XXXX;;;;;
2311 O___;4524 OO__;6265 XO__;5463 OOOO;3645 XXXX;;;;;
2311 O___;4524 OO__;6265 XO__;5463 X___;5252 XXXX;;;;;
2311 O___;4524 OO__;6265 XO__;5463 XXOO;6453 XXXX;;;;;
2311 O___;4524 OO__;6265 XO__;5463 XXXX;;;;;;
2311 O___;4524 OO__;6265 XOO_;5256 OO__;6642 XXXX;;;;;
2311 O___;4524 OO__;6265 XOO_;5256 XXXX;;;;;;
2311 O___;4524 OO__;6265 XOOO;5662 XXOO;6652 XXXX;;;;;
2311 O___;4524 OO__;6265 XOOO;5662 XXXX;;;;;;
2311 O___;4524 OO__;6265 XX__;1465 OO__;6242 XXXX;;;;;
2311 O___;4524 OO__;6265 XX__;1465 X___;5255 XXXX;;;;;
2311 O___;4524 OO__;6265 XX__;1465 XOOO;6145 XXXX;;;;;
2311 O___;4524 OO__;6265 XX__;1465 XXO_;6435 XXXX;;;;;
2311 O___;4524 OO__;6265 XX__;1465 XXX_;3465 XXXX;;;;;
2311 O___;4524 OO__;6265 XX__;1465 XXXX;;;;;;
2311 O___;4524 OO__;6265 XXO_;5262 XO__;6246 XXXX;;;;;
2311 O___;4524 OO__;6265 XXO_;5262 XX__;6462 XXXX;;;;;
2311 O___;4524 OO__;6265 XXO_;5262 XXOO;6252 XXXX;;;;;
2311 O___;4524 OO__;6265 XXO_;5262 XXXX;;;;;;
2311 O___;4524 OO__;6265 XXOO;6256 XXOO;5266 XXXX;;;;;
2311 O___;4524 OO__;6265 XXOO;6256 XXXX;;;;;;
2311 O___;4524 OO__;6265 XXX_;5265 XXOO;6255 XXXX;;;;;
2311 O___;4524 OO__;6265 XXX_;5265 XXXX;;;;;;
2311 O___;4524 OO__;6265 XXXX;;;;;;;
2311 O___;4524 OOO_;5462 OOOO;6245 XXXX;;;;;;
2311 O___;4524 OOO_;5462 XO__;1445 XXX_;3445 XXXX;;;;;
2311 O___;4524 OOO_;5462 XO__;1445 XXXX;;;;;;
2311 O___;4524 OOO_;5462 XOO_;5245 XXXX;;;;;;
2311 O___;4524 OOO_;5462 XOOO;5246 XXXX;;;;;;
2311 O___;4524 OOO_;5462 XX__;5443 XXXX;;;;;;
2311 O___;4524 OOO_;5462 XXO_;5242 XX__;6442 XXXX;;;;;
2311 O___;4524 OOO_;5462 XXO_;5242 XXXX;;;;;;
2311 O___;4524 OOO_;5462 XXOO;5642 XOOO;6452 XXXX;;;;;
2311 O___;4524 OOO_;5462 XXOO;5642 XXXX;;;;;;
2311 O___;4524 OOO_;5462 XXX_;5452 XXXX;;;;;;
2311 O___;4524 OOO_;5462 XXXX;;;;;;;
2311 O___;4524 OOOO;5442 XXXX;;;;;;;
2311 O___;4524 X___;6634 ____;1555 XXXX;;;;;;
2311 O___;4524 X___;6634 O___;5553 XO__;1565 XXXX;;;;;
2311 O___;4524 X___;6634 O___;5553 XX__;1556 XXXX;;;;;
2311 O___;4524 X___;6634 O___;5553 XXOO;3555 XXXX;;;;;
2311 O___;4524 X___;6634 O___;5553 XXX_;3553 XXXX;;;;;
2311 O___;4524 X___;6634 O___;5553 XXXX;;;;;;
2311 O___;4524 X___;6634 OO__;3556 XOOO;5563 XXXX;;;;;
2311 O___;4524 X___;6634 OO__;3556 XX__;1566 XXXX;;;;;
2311 O___;4524 X___;6634 OO__;3556 XXO_;3563 XXXX;;;;;
2311 O___;4524 X___;6634 OO__;3556 XXOO;3565 XXXX;;;;;
2311 O___;4524 X___;6634 OO__;3556 XXXX;;;;;;
2311 O___;4524 X___;6634 OOO_;3566 XX__;4166 XXXX;;;;;
2311 O___;4524 X___;6634 OOO_;3566 XXXX;;;;;;
2311 O___;4524 X___;6634 X___;1333 ____;6222 XXXX;;;;;
2311 O___;4524 X___;6634 X___;1333 X___;5535 XXXX;;;;;
2311 O___;4524 X___;6634 X___;1333 XO__;3535 XXXX;;;;;
2311 O___;4524 X___;6634 X___;1333 XX__;5533 XXXX;;;;;
2311 O___;4524 X___;6634 X___;1333 XXO_;3533 XXXX;;;;;
2311 O___;4524 X___;6634 XO__;3536 X___;6226 XXXX;;;;;
